source_row,janela,preco_real,preco_previsto
1240,1,685100.0,679161.5159953211
1312,1,537250.0,516366.58387703134
1625,1,192000.0,228638.00234422748
2209,1,1050000.0,1017185.3857144172
2312,1,260000.0,268705.19202427496
2475,1,345000.0,314106.3021632582
3370,1,700000.0,566448.534194177
3432,1,289950.0,292639.7040620719
3494,1,790000.0,721765.5381828208
3826,1,856000.0,838534.8582814017
3902,1,270000.0,351225.9567162254
4160,1,579100.0,517262.02290581784
4277,1,220000.0,211296.57799507366
4829,1,339950.0,302521.9374749982
4888,1,275000.0,246122.0423821614
5037,1,459000.0,427129.84899822826
5198,1,813000.0,622798.7462948845
5540,1,538000.0,498488.6479634778
5621,1,110000.0,152007.98507839392
5744,1,404500.0,393487.93209254765
5830,1,759000.0,603340.0936308271
6190,1,445000.0,411970.3705713123
6561,1,1337500.0,1249991.6601109663
7271,1,1200000.0,1162204.7146928096
7423,1,935100.0,795611.1816985449
8473,1,236000.0,260538.21479879657
8640,1,225000.0,238826.6030696216
9398,1,685000.0,692689.7062060601
9860,1,330000.0,352475.50328820857
9893,1,679000.0,665580.4599954941
10025,1,230000.0,263716.3484470631
10031,1,579500.0,541998.1390563988
10294,1,488500.0,401860.3118976714
10360,1,340500.0,482918.9466147585
10387,1,134000.0,197361.98876308458
10789,1,450000.0,448002.42649785505
11063,1,845000.0,792522.6213722832
11160,1,375000.0,386262.3808039112
11497,1,580000.0,565017.8423103149
11829,1,1785000.0,1817830.4979205688
12419,1,214950.0,217216.5586551609
12420,1,580000.0,609564.6618120217
12482,1,770000.0,790893.9447365406
12581,1,478000.0,440598.8827988121
13004,1,490000.0,549322.9242770739
13345,1,1100000.0,1111219.350929718
13395,1,230000.0,231823.38688890004
13740,1,750000.0,796009.3493249579
13845,1,430000.0,405316.8774656685
14039,1,622000.0,729460.8279293645
14528,1,294000.0,251739.5415765335
14637,1,415000.0,398328.45340398967
14818,1,219900.0,179173.85661941182
15322,1,999000.0,810877.1378492622
15495,1,250000.0,221138.8539124681
15690,1,407000.0,522524.1877851316
15852,1,395000.0,381919.2548571956
15919,1,299250.0,341410.11853134574
15951,1,268950.0,238824.72072271866
16084,1,465000.0,496482.9290877387
16441,1,1220000.0,1232727.9708464234
16479,1,675000.0,521382.5464095678
16555,1,249900.0,220101.4460661724
16702,1,704000.0,772070.1814041823
16958,1,225000.0,286462.72713154217
17657,1,820000.0,961843.4635964907
18236,1,315000.0,346684.7369028167
18448,1,325000.0,338595.2853026385
18515,1,564000.0,496668.12525997264
18590,1,194250.0,251568.45959842144
19290,1,447000.0,415723.2012571016
19404,1,513000.0,485645.99534811627
19713,1,345000.0,336624.31303577236
19744,1,759990.0,697199.052801065
19755,1,569900.0,434548.020495589
19941,1,450000.0,409029.3265336213
19986,1,1465000.0,1030839.4745459383
20400,1,306500.0,294050.9283974634
20535,1,2950000.0,1417597.649341549
20748,1,395000.0,509674.43874154496
21133,1,613000.0,544370.3867973717
21417,1,598500.0,556362.1123448701
1495,1,495000.0,515900.5745425879
1700,1,270000.0,258083.523192413
2483,1,543000.0,509084.903997205
2785,1,401000.0,379212.6581018105
2845,1,1400000.0,1115353.3718539109
3160,1,485000.0,538576.3511967297
3264,1,556000.0,546511.053154174
3835,1,889000.0,788652.3755026157
4345,1,230000.0,238119.20932168406
4649,1,415900.0,341616.4681071566
5104,1,569950.0,508387.5909426133
5314,1,635000.0,781233.9412426346
5775,1,730000.0,718007.8206353207
6635,1,400000.0,360263.3635168347
7057,1,490000.0,621110.4113678555
7858,1,475000.0,491913.1770191509
8294,1,605000.0,605187.6041171069
8676,1,380000.0,283620.60443833814
9044,1,1348000.0,1155726.654497336
10452,1,655000.0,662245.3610029399
10653,1,285000.0,264607.5659306778
11033,1,903000.0,1095104.037699371
11227,1,753000.0,663974.3985571751
13227,1,370000.0,527279.0133159944
13228,1,150000.0,236946.79217010003
13485,1,470000.0,494622.2114309908
14174,1,427500.0,515969.3976573241
15562,1,730000.0,678699.9355950487
15625,1,249950.0,252482.37149545332
16722,1,340000.0,297903.6599275257
17209,1,1450000.0,1688115.6499841015
17552,1,515000.0,530698.8154614246
19506,1,565000.0,560881.7632659007
20246,1,457000.0,396677.92018297093
20263,1,575000.0,522080.0956053808
20405,1,499000.0,422499.7788935391
21089,1,359950.0,360532.6787109253
21116,1,474950.0,458777.39425423736
21278,1,335900.0,329885.5192584251
21595,1,520000.0,520295.0589909009
2924,1,353000.0,356993.73451779597
10094,1,350000.0,367108.834200467
13029,1,644500.0,668425.9985661423
18148,1,399000.0,413215.56215843564
21473,1,1750000.0,1641339.4352121695
9158,1,825000.0,693076.4997886146
25,1,233000.0,221244.1374903501
86,1,305000.0,295661.4421754313
702,1,480000.0,455895.3882096741
1275,1,363000.0,328847.2123887436
1528,1,555000.0,542501.978315723
1807,1,930000.0,956281.9147183507
2166,1,265000.0,270127.87883700046
2191,1,605000.0,651982.3242779134
2369,1,674750.0,691174.1191661864
2575,1,690000.0,712380.8647546499
2835,1,697000.0,714496.3322353342
2850,1,399950.0,408918.31797981187
3010,1,210000.0,198314.35390943644
3388,1,637000.0,632321.2209783419
3413,1,189000.0,155381.9266456121
3554,1,277500.0,250786.1979837461
4188,1,585000.0,549814.1021175932
4737,1,425000.0,372710.9092233876
4741,1,666000.0,658286.1225466916
4797,1,369950.0,315820.81087253767
5074,1,435000.0,372036.11353906593
6416,1,238950.0,141207.8392889858
6634,1,612000.0,633052.345806881
6670,1,1515000.0,1277494.2450496135
6780,1,292000.0,345007.4420272427
6838,1,508000.0,564679.7011278723
8086,1,650000.0,558761.3984443998
8283,1,296000.0,302773.9261465137
9236,1,500000.0,640496.4564339395
9321,1,290000.0,291553.49909103237
9326,1,720000.0,793719.2703228283
9463,1,398500.0,415750.9709159775
9491,1,365000.0,389848.4811620376
9542,1,734000.0,708688.3487811903
9899,1,599950.0,459127.24765364995
10024,1,455000.0,436080.8195835154
10271,1,426950.0,418357.65041753766
10357,1,334000.0,310885.79832664155
10517,1,313000.0,284594.9074204354
10675,1,257700.0,257828.9890376261
10841,1,265000.0,239051.36459763383
11138,1,825000.0,670069.2428571564
11675,1,244000.0,349634.2287812798
11817,1,250000.0,261703.06050370715
11913,1,685000.0,744182.5380654085
12011,1,395000.0,357892.58200431004
12093,1,295000.0,301965.41194108606
12152,1,375000.0,329413.82758342463
12383,1,164000.0,182969.59813747296
13608,1,447500.0,563080.0767693467
13679,1,431000.0,408899.1718077966
13900,1,772000.0,868547.8850037351
13981,1,235000.0,214803.38254554506
13994,1,370000.0,499179.70070780575
14322,1,480000.0,464204.18886314577
14830,1,465000.0,552035.1417637449
15532,1,750500.0,735658.7239116242
17546,1,337000.0,384787.2139286521
17645,1,253000.0,228264.99298345298
18499,1,550000.0,560808.512838395
18686,1,699950.0,668141.4775308564
19090,1,250000.0,294130.1099567546
19242,1,435000.0,505968.26193372835
19267,1,495000.0,564247.1000120091
19314,1,316000.0,290523.4738380489
19741,1,660000.0,580730.5069880849
19749,1,379900.0,366334.80127547414
19926,1,409950.0,351323.0568878106
20081,1,599000.0,592595.7624212604
20082,1,478000.0,479155.50418817025
20952,1,549900.0,522235.28413819894
21242,1,452000.0,415384.18260232126
21256,1,249950.0,248626.09285126315
123,1,445000.0,386975.83108755795
149,1,511000.0,483431.88420290244
412,1,632925.0,627079.0908490308
462,1,230000.0,228164.446954288
480,1,378500.0,448112.4832690724
765,1,560000.0,535135.8290153631
864,1,280000.0,290912.0943239906
1338,1,825000.0,786628.7165063663
1643,1,238000.0,247704.71699929488
1657,1,400000.0,371613.9671282786
1747,1,397000.0,377168.73416088446
1960,1,800000.0,608853.7995276502
2050,1,235000.0,252395.30258849377
2476,1,340000.0,312518.0818865393
2930,1,295000.0,318382.21751224535
2987,1,392000.0,351497.31252964446
3449,1,546000.0,508353.46767472726
3497,1,457500.0,464855.7659587047
4956,1,611000.0,544081.3523505921
5310,1,390000.0,378594.3307194044
5423,1,665000.0,557730.0104127007
5804,1,272000.0,252625.95530209906
5832,1,280000.0,190627.6541549427
6228,1,380000.0,374352.295916405
6278,1,241000.0,208975.877911586
6760,1,339888.0,276722.6533303366
7684,1,355000.0,355591.5951141311
7755,1,390000.0,387361.23915065994
7918,1,475000.0,337834.65202335827
8680,1,690000.0,833433.4167447252
8915,1,350000.0,381510.77288798505
8977,1,398000.0,392920.5157501469
9577,1,449500.0,358615.9713091434
10700,1,274900.0,242578.44813115383
11053,1,354000.0,333200.2557502256
11456,1,300000.0,288530.67730180465
12608,1,291000.0,342486.514414547
12792,1,495000.0,481038.5498593786
13000,1,295000.0,298053.4525776235
13806,1,325000.0,325381.03638042364
14035,1,550000.0,501336.8085736934
14122,1,380000.0,484191.5892956427
14269,1,349000.0,303769.57219037955
14695,1,380950.0,354116.80354850594
14717,1,289000.0,301209.91114131483
14807,1,410000.0,457429.07480213
14841,1,952000.0,912294.7142496915
14949,1,405000.0,351646.0607167919
15052,1,429900.0,449402.16943906754
15176,1,225000.0,206143.25669094856
15411,1,502000.0,422614.90066651645
15535,1,1047000.0,1315204.9324906033
15992,1,509000.0,592794.34739814
16239,1,500000.0,620795.9490786425
16519,1,425000.0,465534.65416084044
16609,1,275000.0,259403.97810436063
16715,1,239000.0,226942.20650634886
16861,1,435000.0,434726.1203468319
18161,1,660000.0,763184.3795715366
18300,1,715000.0,697934.4853089515
18868,1,925850.0,842356.8701863239
19044,1,290000.0,425125.8905791271
19089,1,299500.0,259977.65920066612
19312,1,345000.0,305326.86252588267
19593,1,257000.0,281283.60279916873
20285,1,456500.0,487285.57660308736
20286,1,382495.0,333745.37183127383
20438,1,530000.0,538904.3548840943
20449,1,294000.0,299786.94706631475
20682,1,922755.0,862202.6510139368
20981,1,857326.0,760009.4447455737
75,1,832500.0,850117.3713982992
191,1,166950.0,212108.9486594465
315,1,305000.0,329454.79957486014
449,1,520000.0,544720.7997317045
513,1,290000.0,348643.1540944708
523,1,235000.0,232769.13102764997
528,1,365000.0,335715.182304532
611,1,650000.0,651687.7992724846
1066,1,140000.0,195388.99494229764
1101,1,631000.0,516832.4043286144
1210,1,585000.0,541007.3235224822
1422,1,799000.0,770829.5804729951
1634,1,415000.0,510275.58053561434
1795,1,503000.0,655604.6740141828
1973,1,409000.0,402304.99738831265
1996,1,194000.0,187825.34224685776
2099,1,365000.0,322682.9307110413
2678,1,462000.0,528522.3727253815
2860,1,929000.0,969203.0261863811
3427,1,732350.0,668290.5447035138
3766,1,575000.0,560477.7212935002
4044,1,269900.0,260953.5237709411
4109,1,198500.0,201516.9790428738
4659,1,302000.0,408774.9897758351
6005,1,300000.0,322332.5667385831
6315,1,239950.0,244729.68511589585
6445,1,286285.0,247162.4694740668
7063,1,319450.0,259189.33610684317
7380,1,1070000.0,979694.0662859338
7821,1,599000.0,407465.79759418167
7822,1,199950.0,206225.9807912789
8005,1,865000.0,787938.5322211392
8458,1,340000.0,375144.77507744305
8853,1,560000.0,635104.7737115126
9031,1,435000.0,480518.3611489627
9206,1,525000.0,540796.8351686697
9485,1,349170.0,296456.1244471944
9824,1,372000.0,281660.1354375323
9874,1,311000.0,315759.3434640971
10199,1,682000.0,620377.3870915428
10213,1,649000.0,759341.8803679368
10420,1,740000.0,1047963.2592512451
10677,1,300000.0,288957.8529261435
11052,1,398000.0,334781.89021742507
11102,1,300000.0,257005.07900549565
11104,1,575000.0,561142.2717574832
11281,1,710000.0,809809.4110397681
11344,1,544300.0,507664.90931287693
11413,1,1295000.0,1388011.2263232756
11587,1,385000.0,344578.4678413641
12300,1,741000.0,651394.351811617
12650,1,1850000.0,1167898.5632738061
12855,1,435000.0,382725.0300253648
13498,1,850000.0,781622.8516357003
13537,1,200000.0,316296.38313598774
14230,1,850000.0,715002.0770034369
14330,1,405000.0,477029.77180300374
14733,1,308500.0,321390.40106141544
14802,1,290000.0,302350.1020327588
14978,1,475000.0,543786.4123364453
14985,1,635000.0,738172.1721278545
15123,1,320000.0,335162.9600309879
15406,1,650000.0,614758.9342127397
16396,1,616000.0,703320.5081233504
16894,1,986000.0,833073.3332509891
17136,1,290000.0,346108.38550772745
17563,1,512500.0,566779.1598783679
17650,1,496600.0,518632.1605399218
18153,1,373000.0,367962.49802019476
18618,1,355000.0,424591.97051793506
18871,1,280000.0,191827.49621491332
18880,1,239000.0,227348.16715953048
20565,1,350000.0,379572.8573776989
21359,1,924000.0,841448.3128097176
21442,1,580000.0,538460.9177713363
21500,1,443000.0,502529.5317483646
341,1,684000.0,679011.6974028148
499,1,437500.0,421136.2074603084
728,1,328000.0,304292.7107090896
1049,1,716500.0,859957.978133854
1504,1,1102030.0,1137145.2151864115
1510,1,360000.0,348272.702041046
1661,1,331500.0,304810.02161604306
2374,1,575000.0,605437.4117780251
2686,1,343000.0,322925.936991515
2724,1,390000.0,460208.6775557413
3551,1,355000.0,355697.4277391723
4121,1,635000.0,624261.4010633954
4128,1,245000.0,256198.02725612657
4406,1,2050000.0,1673730.9750578387
5146,1,432000.0,437002.3025377956
5391,1,345000.0,390528.6669401741
5452,1,299950.0,269196.1644246623
5519,1,285000.0,333269.38951418793
5580,1,353000.0,363869.98758539784
5589,1,1880000.0,1619285.0129064743
5703,1,395000.0,384299.9066674708
5904,1,416500.0,538451.4411564282
5980,1,685000.0,615601.685406012
6241,1,280000.0,308080.98319270025
6263,1,175000.0,223320.2994575145
6264,1,560000.0,632508.6826992923
6532,1,500000.0,436782.673138598
6704,1,203000.0,194214.47838392886
7268,1,195000.0,223782.29232052178
7622,1,481500.0,540079.8349014616
8261,1,375000.0,357332.80706659
8284,1,193000.0,233660.07464446672
8318,1,375000.0,352857.4154462168
8494,1,338000.0,358424.61880127946
8524,1,320000.0,301586.7979521255
8543,1,445000.0,506552.1151881857
8819,1,1005000.0,831073.5231092719
9188,1,144000.0,199598.5178564541
9271,1,926500.0,808123.3854246521
9665,1,195700.0,201470.36347636624
9734,1,410000.0,346744.570844743
10153,1,985000.0,705653.8686650211
10717,1,555000.0,551691.0296714198
10833,1,608700.0,589338.5677405962
11071,1,420000.0,451987.0307451024
11079,1,774000.0,771487.9286213161
11340,1,1078500.0,1067802.3075767683
13035,1,300000.0,267637.89684093714
13367,1,610000.0,538915.1732857489
13596,1,515000.0,559698.7711736803
13837,1,465000.0,435368.634336869
14195,1,473600.0,430635.11023054115
14225,1,310000.0,275800.55388828693
14297,1,1500000.0,1425510.6058131715
14672,1,274000.0,276293.6332356547
14836,1,215500.0,175202.83691104257
15626,1,390000.0,379985.4394095312
15646,1,368000.0,423223.98643741984
15877,1,282500.0,286606.8136949965
15926,1,778000.0,830368.2777614245
16237,1,216500.0,183382.14024455636
16659,1,552321.0,529604.8609200813
16793,1,465000.0,456037.75055695366
16932,1,605125.0,498747.3492729614
17285,1,735000.0,701055.2059119402
17587,1,428950.0,432752.69010863145
17598,1,160000.0,218465.24248570428
17668,1,465000.0,427620.80535475805
17730,1,515000.0,565546.8128099383
17925,1,550000.0,567871.0869584607
18166,1,230000.0,231853.78524688765
18959,1,315000.0,324375.2136111453
19266,1,302000.0,321399.57002431195
19297,1,1430800.0,1051533.1222578166
20284,1,345000.0,332426.24830762786
20614,1,308625.0,310430.89064346976
20864,1,1275000.0,1163652.8132353006
21084,1,680000.0,675359.5818747908
742,1,740000.0,639988.4024606624
1193,1,655000.0,576874.783448614
1204,1,179950.0,194370.22661028474
1442,1,352950.0,426566.89803559484
1740,1,785000.0,701313.1398979091
1806,1,574000.0,622690.878289281
2355,1,1187500.0,1216425.313139386
2493,1,195000.0,238076.62748914378
2880,1,599950.0,721336.1258851992
3338,1,1675000.0,2083088.8150019224
3381,1,799950.0,803031.162347689
3496,1,697000.0,715932.5069954415
4046,1,267000.0,250198.22216251428
4077,1,875000.0,790341.3448047901
4099,1,875000.0,920823.3723541504
4857,1,320000.0,313393.21445592196
4925,1,245000.0,229960.42610506775
5416,1,785000.0,764864.3718246273
5550,1,227000.0,211369.70670524606
7354,1,279900.0,329293.7135960986
7376,1,295000.0,289843.99656914815
7385,1,450000.0,695518.1501449104
7610,1,449000.0,460489.03457409365
7623,1,224500.0,222176.60803150345
7910,1,616000.0,574631.3557557376
8282,1,245000.0,279825.1102618698
8402,1,248000.0,227046.648061128
8480,1,808100.0,728387.1218949064
9648,1,359950.0,353762.37083147175
9965,1,485000.0,507968.9553950691
10247,1,324360.0,309414.78488959087
10297,1,440000.0,420905.3815644383
10564,1,195000.0,193976.20691225646
11153,1,515000.0,519390.62349405343
11430,1,320000.0,352200.0242924211
11617,1,275000.0,213090.08288433458
11624,1,614000.0,518492.89477734274
11664,1,255000.0,204164.30113721782
