source_row,janela,preco_real,preco_previsto
6228,1,380000.0,373270.95565627486
6278,1,241000.0,225377.22340101996
6760,1,339888.0,285720.12338507554
7684,1,355000.0,354948.9678138184
7755,1,390000.0,400860.33751749067
7918,1,475000.0,333774.2284597162
8680,1,690000.0,844638.1899490849
8915,1,350000.0,391393.9796845548
8977,1,398000.0,390787.9093674141
9577,1,449500.0,349728.04909046675
10700,1,274900.0,240361.57914784658
11053,1,354000.0,354291.1177386485
11456,1,300000.0,282600.2279164173
12608,1,291000.0,351716.71583776583
12792,1,495000.0,489283.87777891615
13000,1,295000.0,292094.41714547784
13806,1,325000.0,326218.553905839
14035,1,550000.0,508991.1401423411
14122,1,380000.0,484406.291714342
14269,1,349000.0,307978.5151580978
14695,1,380950.0,346109.67096841655
14717,1,289000.0,319042.52411078755
14807,1,410000.0,523241.52547253814
14841,1,952000.0,942669.5788406281
14949,1,405000.0,364196.44083796325
15052,1,429900.0,442987.81747572345
15176,1,225000.0,198743.7156504174
15411,1,502000.0,429720.6241069805
15535,1,1047000.0,1245208.7802559438
15992,1,509000.0,592644.7850756879
16239,1,500000.0,633644.6233148079
16519,1,425000.0,468442.85553312086
16609,1,275000.0,257944.0173675506
16715,1,239000.0,235078.97752228312
16861,1,435000.0,444084.74209589243
18161,1,660000.0,705165.4199284243
18300,1,715000.0,687120.1128771479
18868,1,925850.0,861959.8356632229
19044,1,290000.0,425101.9162689078
19089,1,299500.0,268986.6214801136
19312,1,345000.0,309965.3642447671
19593,1,257000.0,261152.98436718291
20285,1,456500.0,472254.7509063604
20286,1,382495.0,345660.1889873004
20438,1,530000.0,520755.31316362816
20449,1,294000.0,275101.5659589455
20682,1,922755.0,878594.7019029487
20981,1,857326.0,808511.1140376863
75,1,832500.0,822949.1639057389
191,1,166950.0,215463.96377558756
315,1,305000.0,329313.82129280025
449,1,520000.0,549730.2924955605
513,1,290000.0,360106.7879290246
523,1,235000.0,240004.869258006
528,1,365000.0,331250.13688200444
611,1,650000.0,674348.2446404187
1066,1,140000.0,186829.24655897013
1101,1,631000.0,526163.1434452405
1210,1,585000.0,533522.9777577742
1422,1,799000.0,748387.3415823118
1634,1,415000.0,515464.6955565569
1795,1,503000.0,635705.8680055031
1973,1,409000.0,392994.880201484
1996,1,194000.0,187422.01273107366
2099,1,365000.0,318231.2922687421
2678,1,462000.0,491292.5525527217
2860,1,929000.0,930087.8031100237
3427,1,732350.0,673305.8210444226
3766,1,575000.0,561081.6449731151
4044,1,269900.0,254644.36485179694
4109,1,198500.0,189489.28431028943
4659,1,302000.0,468440.24084111955
6005,1,300000.0,332165.3111694882
6315,1,239950.0,245798.00733440713
6445,1,286285.0,255353.6096992578
7063,1,319450.0,249144.07865132196
7380,1,1070000.0,889904.995483403
7821,1,599000.0,388853.8723611854
7822,1,199950.0,203393.25690515846
8005,1,865000.0,782097.4107798433
8458,1,340000.0,379858.38345023803
8853,1,560000.0,642450.2596223124
9031,1,435000.0,473728.2957078453
9206,1,525000.0,546914.9235667139
9485,1,349170.0,301736.80707094644
9824,1,372000.0,281872.87837466726
9874,1,311000.0,326985.5135470611
10199,1,682000.0,637342.0361752657
10213,1,649000.0,767233.5029391346
10420,1,740000.0,1067628.5223064886
10677,1,300000.0,289164.17811981967
11052,1,398000.0,351539.8325358336
11102,1,300000.0,258549.8680786836
11104,1,575000.0,526905.3150049336
11281,1,710000.0,840170.6134510875
11344,1,544300.0,495655.3729258502
11413,1,1295000.0,1380680.6260909936
11587,1,385000.0,357933.5201564813
12300,1,741000.0,638165.786825047
12650,1,1850000.0,1170268.7324630027
12855,1,435000.0,381563.35578133445
13498,1,850000.0,883076.00236113
13537,1,200000.0,298119.8701850665
14230,1,850000.0,724638.4454440225
14330,1,405000.0,489141.58455016447
14733,1,308500.0,337008.2562028962
14802,1,290000.0,321679.73729446373
14978,1,475000.0,548736.3142873517
14985,1,635000.0,815737.0468727349
15123,1,320000.0,331159.6445349827
15406,1,650000.0,626049.3216688741
16396,1,616000.0,683044.0621108253
16894,1,986000.0,794466.7430813807
17136,1,290000.0,352192.5196947119
17563,1,512500.0,499576.0398070785
17650,1,496600.0,515421.4287609119
18153,1,373000.0,361399.3319751164
18618,1,355000.0,456454.0892293339
18871,1,280000.0,180527.3176477934
18880,1,239000.0,225014.56312514524
20565,1,350000.0,379555.70113687427
21359,1,924000.0,869605.7402897185
21442,1,580000.0,524334.0566674072
21500,1,443000.0,454715.5897823172
341,1,684000.0,655695.1350655248
499,1,437500.0,434732.81351916236
728,1,328000.0,303681.9259239148
1049,1,716500.0,845410.1858661312
1504,1,1102030.0,1164748.0578868412
1510,1,360000.0,350543.19711390394
1661,1,331500.0,304985.2689111315
2374,1,575000.0,594673.6256672806
2686,1,343000.0,333288.64298256853
2724,1,390000.0,444356.66390291514
3551,1,355000.0,355434.30427396006
4121,1,635000.0,626746.123542912
4128,1,245000.0,256816.6189733387
4406,1,2050000.0,1410301.7335904746
5146,1,432000.0,441310.95545693784
5391,1,345000.0,387201.7734908495
5452,1,299950.0,291553.147798371
5519,1,285000.0,346028.57650975895
5580,1,353000.0,358540.7139994772
5589,1,1880000.0,1435525.9166197574
5703,1,395000.0,388389.9250331861
5904,1,416500.0,542989.2845180659
5980,1,685000.0,627552.0086630887
6241,1,280000.0,321617.5855636549
6263,1,175000.0,225057.75362234502
6264,1,560000.0,667021.2469675023
6532,1,500000.0,411826.4563760239
6704,1,203000.0,192759.06062559914
7268,1,195000.0,227139.26747405695
7622,1,481500.0,542782.2168785547
8261,1,375000.0,344339.9419398852
8284,1,193000.0,230716.68813046615
8318,1,375000.0,364913.77674510924
8494,1,338000.0,346432.80763539113
8524,1,320000.0,292092.2317913296
8543,1,445000.0,496542.5240767649
8819,1,1005000.0,877282.9816776494
9188,1,144000.0,195492.66995604424
9271,1,926500.0,825929.0397772663
9665,1,195700.0,198001.82169040616
9734,1,410000.0,369810.7886925012
10153,1,985000.0,793651.5651239542
10717,1,555000.0,543043.5620587172
10833,1,608700.0,592714.9181035461
11071,1,420000.0,435333.7780140941
11079,1,774000.0,772194.2037674444
11340,1,1078500.0,1106930.2473922665
13035,1,300000.0,268927.21987791546
13367,1,610000.0,566952.9788555
13596,1,515000.0,553503.1009616547
13837,1,465000.0,459217.80709343776
14195,1,473600.0,430435.41548241087
14225,1,310000.0,261768.27911497225
14297,1,1500000.0,1484904.0776529585
14672,1,274000.0,273758.50099348015
14836,1,215500.0,221647.66111269657
15626,1,390000.0,377078.07995050633
15646,1,368000.0,390288.2592899473
15877,1,282500.0,283167.1543028751
15926,1,778000.0,832519.3975695589
16237,1,216500.0,187421.65322026156
16659,1,552321.0,523945.8939515219
16793,1,465000.0,443671.9047222735
16932,1,605125.0,511504.254241814
17285,1,735000.0,720468.6311204338
17587,1,428950.0,430077.7798651686
17598,1,160000.0,205749.15065649073
17668,1,465000.0,425257.7632169894
17730,1,515000.0,596172.1098814581
17925,1,550000.0,553694.3046927329
18166,1,230000.0,244533.92916616646
18959,1,315000.0,308918.10299348104
19266,1,302000.0,338736.8541628981
19297,1,1430800.0,1081760.3092586035
20284,1,345000.0,333994.5999820614
20614,1,308625.0,307757.1484551092
20864,1,1275000.0,1160236.0287077427
21084,1,680000.0,667297.0258020149
742,1,740000.0,616160.9371816393
1193,1,655000.0,631542.9723878737
1204,1,179950.0,201285.9524384414
1442,1,352950.0,459467.96681902045
1740,1,785000.0,666933.6461365928
1806,1,574000.0,651657.203898491
2355,1,1187500.0,1170494.072408447
2493,1,195000.0,247363.68111811727
2880,1,599950.0,706136.2629843494
3338,1,1675000.0,1987782.6992194827
3381,1,799950.0,815417.960374768
3496,1,697000.0,706745.8619580305
4046,1,267000.0,242185.3181035501
4077,1,875000.0,666412.4097913684
4099,1,875000.0,935285.3980531056
4857,1,320000.0,305802.04716492206
4925,1,245000.0,242338.5711289451
5416,1,785000.0,754758.9923564956
5550,1,227000.0,228574.13530932573
7354,1,279900.0,331300.23720441514
7376,1,295000.0,238969.20237655484
7385,1,450000.0,805738.1488432015
7610,1,449000.0,486147.3865892601
7623,1,224500.0,225840.0316223782
7910,1,616000.0,602054.4469053731
8282,1,245000.0,287293.2266509845
8402,1,248000.0,222512.84434854164
8480,1,808100.0,766930.7089895986
9648,1,359950.0,361275.6646041296
9965,1,485000.0,479782.0382153279
10247,1,324360.0,315863.2869788861
10297,1,440000.0,442711.01651530835
10564,1,195000.0,199664.1457994491
11153,1,515000.0,485890.0777639937
11430,1,320000.0,340827.54520694254
11617,1,275000.0,214356.86464873824
11624,1,614000.0,543188.6653907358
11664,1,255000.0,213557.91306644003
11914,1,429950.0,423233.3480221407
