source_row,modelo,janela,preco_real,preco_previsto
6616,Mediana,1,299950.0,455000.0
6755,Mediana,1,350000.0,455000.0
6976,Mediana,1,415000.0,455000.0
7097,Mediana,1,285000.0,455000.0
7133,Mediana,1,445000.0,455000.0
7197,Mediana,1,235000.0,455000.0
7289,Mediana,1,390000.0,455000.0
7334,Mediana,1,483000.0,455000.0
7887,Mediana,1,439000.0,455000.0
8020,Mediana,1,450000.0,455000.0
8073,Mediana,1,270000.0,455000.0
8612,Mediana,1,340000.0,455000.0
8629,Mediana,1,575000.0,455000.0
8673,Mediana,1,1090000.0,455000.0
8744,Mediana,1,490000.0,455000.0
9075,Mediana,1,765000.0,455000.0
9194,Mediana,1,240000.0,455000.0
9312,Mediana,1,370000.0,455000.0
9338,Mediana,1,217000.0,455000.0
9620,Mediana,1,473000.0,455000.0
9713,Mediana,1,1250000.0,455000.0
9753,Mediana,1,246000.0,455000.0
9974,Mediana,1,230000.0,455000.0
10065,Mediana,1,315000.0,455000.0
10144,Mediana,1,245000.0,455000.0
10280,Mediana,1,550000.0,455000.0
10345,Mediana,1,324000.0,455000.0
10384,Mediana,1,695000.0,455000.0
10500,Mediana,1,476000.0,455000.0
11014,Mediana,1,397500.0,455000.0
11372,Mediana,1,292500.0,455000.0
11412,Mediana,1,484950.0,455000.0
11439,Mediana,1,935000.0,455000.0
11462,Mediana,1,290000.0,455000.0
11526,Mediana,1,825000.0,455000.0
12396,Mediana,1,943500.0,455000.0
12563,Mediana,1,845000.0,455000.0
12566,Mediana,1,400000.0,455000.0
12576,Mediana,1,309500.0,455000.0
12620,Mediana,1,669888.0,455000.0
12658,Mediana,1,290000.0,455000.0
13500,Mediana,1,372000.0,455000.0
13527,Mediana,1,940000.0,455000.0
14038,Mediana,1,202950.0,455000.0
14226,Mediana,1,749500.0,455000.0
14278,Mediana,1,769950.0,455000.0
14454,Mediana,1,159995.0,455000.0
14699,Mediana,1,526500.0,455000.0
14907,Mediana,1,740000.0,455000.0
15229,Mediana,1,1395000.0,455000.0
15290,Mediana,1,340000.0,455000.0
15490,Mediana,1,320000.0,455000.0
15578,Mediana,1,369950.0,455000.0
15815,Mediana,1,322000.0,455000.0
16247,Mediana,1,255000.0,455000.0
16429,Mediana,1,865000.0,455000.0
16599,Mediana,1,710000.0,455000.0
16881,Mediana,1,353500.0,455000.0
16884,Mediana,1,547500.0,455000.0
16905,Mediana,1,520000.0,455000.0
17064,Mediana,1,550000.0,455000.0
17265,Mediana,1,545000.0,455000.0
17333,Mediana,1,430000.0,455000.0
17560,Mediana,1,879000.0,455000.0
17621,Mediana,1,450000.0,455000.0
17796,Mediana,1,389000.0,455000.0
17939,Mediana,1,424000.0,455000.0
18574,Mediana,1,397380.0,455000.0
18604,Mediana,1,815000.0,455000.0
18722,Mediana,1,1225000.0,455000.0
18826,Mediana,1,760000.0,455000.0
18891,Mediana,1,391265.0,455000.0
19069,Mediana,1,275000.0,455000.0
19107,Mediana,1,429000.0,455000.0
19526,Mediana,1,1010000.0,455000.0
20144,Mediana,1,1575000.0,455000.0
20219,Mediana,1,515000.0,455000.0
20305,Mediana,1,849990.0,455000.0
20906,Mediana,1,274900.0,455000.0
20954,Mediana,1,492000.0,455000.0
21243,Mediana,1,630000.0,455000.0
21323,Mediana,1,1500000.0,455000.0
516,Mediana,1,308000.0,455000.0
820,Mediana,1,325000.0,455000.0
1146,Mediana,1,510000.0,455000.0
1628,Mediana,1,880000.0,455000.0
1639,Mediana,1,810000.0,455000.0
1676,Mediana,1,2250000.0,455000.0
1682,Mediana,1,390000.0,455000.0
2190,Mediana,1,568000.0,455000.0
2231,Mediana,1,529219.0,455000.0
2687,Mediana,1,385195.0,455000.0
2777,Mediana,1,325900.0,455000.0
3215,Mediana,1,650000.0,455000.0
3546,Mediana,1,436000.0,455000.0
3731,Mediana,1,470000.0,455000.0
3762,Mediana,1,524500.0,455000.0
3875,Mediana,1,387000.0,455000.0
4098,Mediana,1,1055000.0,455000.0
4241,Mediana,1,865000.0,455000.0
4350,Mediana,1,659950.0,455000.0
4417,Mediana,1,299950.0,455000.0
4424,Mediana,1,355000.0,455000.0
4602,Mediana,1,435000.0,455000.0
5075,Mediana,1,465000.0,455000.0
5256,Mediana,1,294000.0,455000.0
5723,Mediana,1,96500.0,455000.0
5820,Mediana,1,653000.0,455000.0
6129,Mediana,1,590000.0,455000.0
6413,Mediana,1,481500.0,455000.0
6587,Mediana,1,740000.0,455000.0
7282,Mediana,1,600000.0,455000.0
7344,Mediana,1,922000.0,455000.0
7419,Mediana,1,393000.0,455000.0
7839,Mediana,1,315000.0,455000.0
7869,Mediana,1,231200.0,455000.0
7993,Mediana,1,342000.0,455000.0
8202,Mediana,1,389500.0,455000.0
8243,Mediana,1,695000.0,455000.0
8306,Mediana,1,549000.0,455000.0
9123,Mediana,1,245000.0,455000.0
9421,Mediana,1,329922.0,455000.0
9606,Mediana,1,608000.0,455000.0
9881,Mediana,1,738000.0,455000.0
9912,Mediana,1,240000.0,455000.0
10973,Mediana,1,595000.0,455000.0
11357,Mediana,1,246950.0,455000.0
11361,Mediana,1,495000.0,455000.0
11573,Mediana,1,680000.0,455000.0
11689,Mediana,1,400000.0,455000.0
12094,Mediana,1,630000.0,455000.0
12104,Mediana,1,1430000.0,455000.0
12319,Mediana,1,795127.0,455000.0
12527,Mediana,1,625000.0,455000.0
13288,Mediana,1,322000.0,455000.0
13425,Mediana,1,1169000.0,455000.0
13797,Mediana,1,535000.0,455000.0
13894,Mediana,1,467000.0,455000.0
13922,Mediana,1,572500.0,455000.0
14231,Mediana,1,815000.0,455000.0
15161,Mediana,1,650000.0,455000.0
15442,Mediana,1,195000.0,455000.0
15707,Mediana,1,480000.0,455000.0
15780,Mediana,1,359950.0,455000.0
16272,Mediana,1,276693.0,455000.0
16597,Mediana,1,376000.0,455000.0
16610,Mediana,1,270000.0,455000.0
16633,Mediana,1,205000.0,455000.0
16695,Mediana,1,221000.0,455000.0
16962,Mediana,1,152500.0,455000.0
17000,Mediana,1,495000.0,455000.0
17384,Mediana,1,297000.0,455000.0
17444,Mediana,1,979700.0,455000.0
17745,Mediana,1,272450.0,455000.0
17804,Mediana,1,550000.0,455000.0
17885,Mediana,1,645000.0,455000.0
18039,Mediana,1,344000.0,455000.0
18108,Mediana,1,290000.0,455000.0
18189,Mediana,1,770000.0,455000.0
18379,Mediana,1,265000.0,455000.0
18572,Mediana,1,299000.0,455000.0
18639,Mediana,1,410000.0,455000.0
19239,Mediana,1,340000.0,455000.0
19421,Mediana,1,610000.0,455000.0
19540,Mediana,1,588000.0,455000.0
19647,Mediana,1,1040890.0,455000.0
19725,Mediana,1,1375000.0,455000.0
19739,Mediana,1,450000.0,455000.0
20119,Mediana,1,399000.0,455000.0
20132,Mediana,1,552000.0,455000.0
20500,Mediana,1,1699990.0,455000.0
20544,Mediana,1,455000.0,455000.0
20820,Mediana,1,452000.0,455000.0
21149,Mediana,1,950000.0,455000.0
21218,Mediana,1,465000.0,455000.0
148,Mediana,1,258000.0,455000.0
493,Mediana,1,669950.0,455000.0
541,Mediana,1,280000.0,455000.0
1240,Mediana,1,685100.0,455000.0
1312,Mediana,1,537250.0,455000.0
1625,Mediana,1,192000.0,455000.0
2209,Mediana,1,1050000.0,455000.0
2312,Mediana,1,260000.0,455000.0
2475,Mediana,1,345000.0,455000.0
3370,Mediana,1,700000.0,455000.0
3432,Mediana,1,289950.0,455000.0
3494,Mediana,1,790000.0,455000.0
3826,Mediana,1,856000.0,455000.0
3902,Mediana,1,270000.0,455000.0
4160,Mediana,1,579100.0,455000.0
4277,Mediana,1,220000.0,455000.0
4829,Mediana,1,339950.0,455000.0
4888,Mediana,1,275000.0,455000.0
5037,Mediana,1,459000.0,455000.0
5198,Mediana,1,813000.0,455000.0
5540,Mediana,1,538000.0,455000.0
5621,Mediana,1,110000.0,455000.0
5744,Mediana,1,404500.0,455000.0
5830,Mediana,1,759000.0,455000.0
6190,Mediana,1,445000.0,455000.0
6561,Mediana,1,1337500.0,455000.0
7271,Mediana,1,1200000.0,455000.0
7423,Mediana,1,935100.0,455000.0
8473,Mediana,1,236000.0,455000.0
8640,Mediana,1,225000.0,455000.0
9398,Mediana,1,685000.0,455000.0
9860,Mediana,1,330000.0,455000.0
9893,Mediana,1,679000.0,455000.0
10025,Mediana,1,230000.0,455000.0
10031,Mediana,1,579500.0,455000.0
10294,Mediana,1,488500.0,455000.0
10360,Mediana,1,340500.0,455000.0
10387,Mediana,1,134000.0,455000.0
10789,Mediana,1,450000.0,455000.0
11063,Mediana,1,845000.0,455000.0
11160,Mediana,1,375000.0,455000.0
11497,Mediana,1,580000.0,455000.0
11829,Mediana,1,1785000.0,455000.0
12419,Mediana,1,214950.0,455000.0
12420,Mediana,1,580000.0,455000.0
12482,Mediana,1,770000.0,455000.0
12581,Mediana,1,478000.0,455000.0
13004,Mediana,1,490000.0,455000.0
13345,Mediana,1,1100000.0,455000.0
13395,Mediana,1,230000.0,455000.0
13740,Mediana,1,750000.0,455000.0
13845,Mediana,1,430000.0,455000.0
14039,Mediana,1,622000.0,455000.0
14528,Mediana,1,294000.0,455000.0
14637,Mediana,1,415000.0,455000.0
14818,Mediana,1,219900.0,455000.0
15322,Mediana,1,999000.0,455000.0
15495,Mediana,1,250000.0,455000.0
15690,Mediana,1,407000.0,455000.0
15852,Mediana,1,395000.0,455000.0
15919,Mediana,1,299250.0,455000.0
15951,Mediana,1,268950.0,455000.0
16084,Mediana,1,465000.0,455000.0
16441,Mediana,1,1220000.0,455000.0
16479,Mediana,1,675000.0,455000.0
16555,Mediana,1,249900.0,455000.0
16702,Mediana,1,704000.0,455000.0
16958,Mediana,1,225000.0,455000.0
17657,Mediana,1,820000.0,455000.0
18236,Mediana,1,315000.0,455000.0
18448,Mediana,1,325000.0,455000.0
18515,Mediana,1,564000.0,455000.0
18590,Mediana,1,194250.0,455000.0
19290,Mediana,1,447000.0,455000.0
19404,Mediana,1,513000.0,455000.0
19713,Mediana,1,345000.0,455000.0
19744,Mediana,1,759990.0,455000.0
19755,Mediana,1,569900.0,455000.0
19941,Mediana,1,450000.0,455000.0
19986,Mediana,1,1465000.0,455000.0
20400,Mediana,1,306500.0,455000.0
20535,Mediana,1,2950000.0,455000.0
20748,Mediana,1,395000.0,455000.0
21133,Mediana,1,613000.0,455000.0
21417,Mediana,1,598500.0,455000.0
1495,Mediana,1,495000.0,455000.0
1700,Mediana,1,270000.0,455000.0
2483,Mediana,1,543000.0,455000.0
2785,Mediana,1,401000.0,455000.0
2845,Mediana,1,1400000.0,455000.0
3160,Mediana,1,485000.0,455000.0
3264,Mediana,1,556000.0,455000.0
3835,Mediana,1,889000.0,455000.0
4345,Mediana,1,230000.0,455000.0
4649,Mediana,1,415900.0,455000.0
5104,Mediana,1,569950.0,455000.0
5314,Mediana,1,635000.0,455000.0
5775,Mediana,1,730000.0,455000.0
6635,Mediana,1,400000.0,455000.0
7057,Mediana,1,490000.0,455000.0
7858,Mediana,1,475000.0,455000.0
8294,Mediana,1,605000.0,455000.0
8676,Mediana,1,380000.0,455000.0
9044,Mediana,1,1348000.0,455000.0
10452,Mediana,1,655000.0,455000.0
10653,Mediana,1,285000.0,455000.0
11033,Mediana,1,903000.0,455000.0
11227,Mediana,1,753000.0,455000.0
13227,Mediana,1,370000.0,455000.0
13228,Mediana,1,150000.0,455000.0
13485,Mediana,1,470000.0,455000.0
14174,Mediana,1,427500.0,455000.0
15562,Mediana,1,730000.0,455000.0
15625,Mediana,1,249950.0,455000.0
16722,Mediana,1,340000.0,455000.0
17209,Mediana,1,1450000.0,455000.0
17552,Mediana,1,515000.0,455000.0
19506,Mediana,1,565000.0,455000.0
20246,Mediana,1,457000.0,455000.0
20263,Mediana,1,575000.0,455000.0
20405,Mediana,1,499000.0,455000.0
21089,Mediana,1,359950.0,455000.0
21116,Mediana,1,474950.0,455000.0
21278,Mediana,1,335900.0,455000.0
21595,Mediana,1,520000.0,455000.0
2924,Mediana,1,353000.0,455000.0
10094,Mediana,1,350000.0,455000.0
13029,Mediana,1,644500.0,455000.0
18148,Mediana,1,399000.0,455000.0
21473,Mediana,1,1750000.0,455000.0
9158,Mediana,1,825000.0,455000.0
25,Mediana,1,233000.0,455000.0
86,Mediana,1,305000.0,455000.0
702,Mediana,1,480000.0,455000.0
1275,Mediana,1,363000.0,455000.0
1528,Mediana,1,555000.0,455000.0
1807,Mediana,1,930000.0,455000.0
2166,Mediana,1,265000.0,455000.0
2191,Mediana,1,605000.0,455000.0
2369,Mediana,1,674750.0,455000.0
2575,Mediana,1,690000.0,455000.0
2835,Mediana,1,697000.0,455000.0
2850,Mediana,1,399950.0,455000.0
3010,Mediana,1,210000.0,455000.0
3388,Mediana,1,637000.0,455000.0
3413,Mediana,1,189000.0,455000.0
3554,Mediana,1,277500.0,455000.0
4188,Mediana,1,585000.0,455000.0
4737,Mediana,1,425000.0,455000.0
4741,Mediana,1,666000.0,455000.0
4797,Mediana,1,369950.0,455000.0
5074,Mediana,1,435000.0,455000.0
6416,Mediana,1,238950.0,455000.0
6634,Mediana,1,612000.0,455000.0
6670,Mediana,1,1515000.0,455000.0
6780,Mediana,1,292000.0,455000.0
6838,Mediana,1,508000.0,455000.0
8086,Mediana,1,650000.0,455000.0
8283,Mediana,1,296000.0,455000.0
9236,Mediana,1,500000.0,455000.0
9321,Mediana,1,290000.0,455000.0
9326,Mediana,1,720000.0,455000.0
9463,Mediana,1,398500.0,455000.0
9491,Mediana,1,365000.0,455000.0
9542,Mediana,1,734000.0,455000.0
9899,Mediana,1,599950.0,455000.0
10024,Mediana,1,455000.0,455000.0
10271,Mediana,1,426950.0,455000.0
10357,Mediana,1,334000.0,455000.0
10517,Mediana,1,313000.0,455000.0
10675,Mediana,1,257700.0,455000.0
10841,Mediana,1,265000.0,455000.0
11138,Mediana,1,825000.0,455000.0
11675,Mediana,1,244000.0,455000.0
11817,Mediana,1,250000.0,455000.0
11913,Mediana,1,685000.0,455000.0
12011,Mediana,1,395000.0,455000.0
12093,Mediana,1,295000.0,455000.0
12152,Mediana,1,375000.0,455000.0
12383,Mediana,1,164000.0,455000.0
13608,Mediana,1,447500.0,455000.0
13679,Mediana,1,431000.0,455000.0
13900,Mediana,1,772000.0,455000.0
13981,Mediana,1,235000.0,455000.0
13994,Mediana,1,370000.0,455000.0
14322,Mediana,1,480000.0,455000.0
14830,Mediana,1,465000.0,455000.0
15532,Mediana,1,750500.0,455000.0
17546,Mediana,1,337000.0,455000.0
17645,Mediana,1,253000.0,455000.0
18499,Mediana,1,550000.0,455000.0
18686,Mediana,1,699950.0,455000.0
19090,Mediana,1,250000.0,455000.0
19242,Mediana,1,435000.0,455000.0
19267,Mediana,1,495000.0,455000.0
19314,Mediana,1,316000.0,455000.0
19741,Mediana,1,660000.0,455000.0
19749,Mediana,1,379900.0,455000.0
19926,Mediana,1,409950.0,455000.0
20081,Mediana,1,599000.0,455000.0
20082,Mediana,1,478000.0,455000.0
20952,Mediana,1,549900.0,455000.0
21242,Mediana,1,452000.0,455000.0
21256,Mediana,1,249950.0,455000.0
123,Mediana,1,445000.0,455000.0
149,Mediana,1,511000.0,455000.0
412,Mediana,1,632925.0,455000.0
462,Mediana,1,230000.0,455000.0
480,Mediana,1,378500.0,455000.0
765,Mediana,1,560000.0,455000.0
864,Mediana,1,280000.0,455000.0
1338,Mediana,1,825000.0,455000.0
1643,Mediana,1,238000.0,455000.0
1657,Mediana,1,400000.0,455000.0
1747,Mediana,1,397000.0,455000.0
1960,Mediana,1,800000.0,455000.0
2050,Mediana,1,235000.0,455000.0
2476,Mediana,1,340000.0,455000.0
2930,Mediana,1,295000.0,455000.0
2987,Mediana,1,392000.0,455000.0
3449,Mediana,1,546000.0,455000.0
3497,Mediana,1,457500.0,455000.0
4956,Mediana,1,611000.0,455000.0
5310,Mediana,1,390000.0,455000.0
5423,Mediana,1,665000.0,455000.0
5804,Mediana,1,272000.0,455000.0
5832,Mediana,1,280000.0,455000.0
6228,Mediana,1,380000.0,455000.0
6278,Mediana,1,241000.0,455000.0
6760,Mediana,1,339888.0,455000.0
7684,Mediana,1,355000.0,455000.0
7755,Mediana,1,390000.0,455000.0
7918,Mediana,1,475000.0,455000.0
8680,Mediana,1,690000.0,455000.0
8915,Mediana,1,350000.0,455000.0
8977,Mediana,1,398000.0,455000.0
9577,Mediana,1,449500.0,455000.0
10700,Mediana,1,274900.0,455000.0
11053,Mediana,1,354000.0,455000.0
11456,Mediana,1,300000.0,455000.0
12608,Mediana,1,291000.0,455000.0
12792,Mediana,1,495000.0,455000.0
13000,Mediana,1,295000.0,455000.0
13806,Mediana,1,325000.0,455000.0
14035,Mediana,1,550000.0,455000.0
14122,Mediana,1,380000.0,455000.0
14269,Mediana,1,349000.0,455000.0
14695,Mediana,1,380950.0,455000.0
14717,Mediana,1,289000.0,455000.0
14807,Mediana,1,410000.0,455000.0
14841,Mediana,1,952000.0,455000.0
14949,Mediana,1,405000.0,455000.0
15052,Mediana,1,429900.0,455000.0
15176,Mediana,1,225000.0,455000.0
15411,Mediana,1,502000.0,455000.0
15535,Mediana,1,1047000.0,455000.0
15992,Mediana,1,509000.0,455000.0
16239,Mediana,1,500000.0,455000.0
16519,Mediana,1,425000.0,455000.0
16609,Mediana,1,275000.0,455000.0
16715,Mediana,1,239000.0,455000.0
16861,Mediana,1,435000.0,455000.0
18161,Mediana,1,660000.0,455000.0
18300,Mediana,1,715000.0,455000.0
18868,Mediana,1,925850.0,455000.0
19044,Mediana,1,290000.0,455000.0
19089,Mediana,1,299500.0,455000.0
19312,Mediana,1,345000.0,455000.0
19593,Mediana,1,257000.0,455000.0
20285,Mediana,1,456500.0,455000.0
20286,Mediana,1,382495.0,455000.0
20438,Mediana,1,530000.0,455000.0
20449,Mediana,1,294000.0,455000.0
20682,Mediana,1,922755.0,455000.0
20981,Mediana,1,857326.0,455000.0
75,Mediana,1,832500.0,455000.0
191,Mediana,1,166950.0,455000.0
315,Mediana,1,305000.0,455000.0
449,Mediana,1,520000.0,455000.0
513,Mediana,1,290000.0,455000.0
523,Mediana,1,235000.0,455000.0
528,Mediana,1,365000.0,455000.0
611,Mediana,1,650000.0,455000.0
1066,Mediana,1,140000.0,455000.0
1101,Mediana,1,631000.0,455000.0
1210,Mediana,1,585000.0,455000.0
1422,Mediana,1,799000.0,455000.0
1634,Mediana,1,415000.0,455000.0
1795,Mediana,1,503000.0,455000.0
1973,Mediana,1,409000.0,455000.0
1996,Mediana,1,194000.0,455000.0
2099,Mediana,1,365000.0,455000.0
2678,Mediana,1,462000.0,455000.0
2860,Mediana,1,929000.0,455000.0
3427,Mediana,1,732350.0,455000.0
3766,Mediana,1,575000.0,455000.0
4044,Mediana,1,269900.0,455000.0
4109,Mediana,1,198500.0,455000.0
4659,Mediana,1,302000.0,455000.0
6005,Mediana,1,300000.0,455000.0
6315,Mediana,1,239950.0,455000.0
6445,Mediana,1,286285.0,455000.0
7063,Mediana,1,319450.0,455000.0
7380,Mediana,1,1070000.0,455000.0
7821,Mediana,1,599000.0,455000.0
7822,Mediana,1,199950.0,455000.0
8005,Mediana,1,865000.0,455000.0
8458,Mediana,1,340000.0,455000.0
8853,Mediana,1,560000.0,455000.0
9031,Mediana,1,435000.0,455000.0
9206,Mediana,1,525000.0,455000.0
9485,Mediana,1,349170.0,455000.0
9824,Mediana,1,372000.0,455000.0
9874,Mediana,1,311000.0,455000.0
10199,Mediana,1,682000.0,455000.0
10213,Mediana,1,649000.0,455000.0
10420,Mediana,1,740000.0,455000.0
10677,Mediana,1,300000.0,455000.0
11052,Mediana,1,398000.0,455000.0
11102,Mediana,1,300000.0,455000.0
11104,Mediana,1,575000.0,455000.0
11281,Mediana,1,710000.0,455000.0
11344,Mediana,1,544300.0,455000.0
11413,Mediana,1,1295000.0,455000.0
11587,Mediana,1,385000.0,455000.0
12300,Mediana,1,741000.0,455000.0
12650,Mediana,1,1850000.0,455000.0
12855,Mediana,1,435000.0,455000.0
13498,Mediana,1,850000.0,455000.0
13537,Mediana,1,200000.0,455000.0
14230,Mediana,1,850000.0,455000.0
14330,Mediana,1,405000.0,455000.0
14733,Mediana,1,308500.0,455000.0
14802,Mediana,1,290000.0,455000.0
14978,Mediana,1,475000.0,455000.0
14985,Mediana,1,635000.0,455000.0
15123,Mediana,1,320000.0,455000.0
15406,Mediana,1,650000.0,455000.0
16396,Mediana,1,616000.0,455000.0
16894,Mediana,1,986000.0,455000.0
17136,Mediana,1,290000.0,455000.0
17563,Mediana,1,512500.0,455000.0
17650,Mediana,1,496600.0,455000.0
18153,Mediana,1,373000.0,455000.0
18618,Mediana,1,355000.0,455000.0
18871,Mediana,1,280000.0,455000.0
18880,Mediana,1,239000.0,455000.0
20565,Mediana,1,350000.0,455000.0
21359,Mediana,1,924000.0,455000.0
21442,Mediana,1,580000.0,455000.0
21500,Mediana,1,443000.0,455000.0
341,Mediana,1,684000.0,455000.0
499,Mediana,1,437500.0,455000.0
728,Mediana,1,328000.0,455000.0
1049,Mediana,1,716500.0,455000.0
1504,Mediana,1,1102030.0,455000.0
1510,Mediana,1,360000.0,455000.0
1661,Mediana,1,331500.0,455000.0
2374,Mediana,1,575000.0,455000.0
2686,Mediana,1,343000.0,455000.0
2724,Mediana,1,390000.0,455000.0
3551,Mediana,1,355000.0,455000.0
4121,Mediana,1,635000.0,455000.0
4128,Mediana,1,245000.0,455000.0
4406,Mediana,1,2050000.0,455000.0
5146,Mediana,1,432000.0,455000.0
5391,Mediana,1,345000.0,455000.0
5452,Mediana,1,299950.0,455000.0
5519,Mediana,1,285000.0,455000.0
5580,Mediana,1,353000.0,455000.0
5589,Mediana,1,1880000.0,455000.0
5703,Mediana,1,395000.0,455000.0
5904,Mediana,1,416500.0,455000.0
5980,Mediana,1,685000.0,455000.0
6241,Mediana,1,280000.0,455000.0
6263,Mediana,1,175000.0,455000.0
6264,Mediana,1,560000.0,455000.0
6532,Mediana,1,500000.0,455000.0
6704,Mediana,1,203000.0,455000.0
7268,Mediana,1,195000.0,455000.0
7622,Mediana,1,481500.0,455000.0
8261,Mediana,1,375000.0,455000.0
8284,Mediana,1,193000.0,455000.0
8318,Mediana,1,375000.0,455000.0
8494,Mediana,1,338000.0,455000.0
8524,Mediana,1,320000.0,455000.0
8543,Mediana,1,445000.0,455000.0
8819,Mediana,1,1005000.0,455000.0
9188,Mediana,1,144000.0,455000.0
