source_row,id,date,partition
272,1745100140,2014-10-17,development
273,2976800796,2014-09-25,development
274,4235400186,2014-11-24,development
275,4215100060,2015-03-20,test
276,9189700045,2015-01-27,development
277,1126049053,2014-11-13,development
278,2022069200,2015-05-05,test
279,9412900055,2015-05-05,test
280,1722059235,2014-07-03,development
281,6874200960,2015-02-27,development
282,7424700045,2015-05-13,test
283,7202360350,2014-06-30,development
284,5634500392,2015-04-10,test
285,1509500060,2014-09-05,development
286,7214810350,2014-10-17,development
287,6647200060,2015-02-09,development
288,9552700140,2014-07-02,development
289,2200500350,2014-08-12,development
290,6113400046,2014-07-23,development
291,6619910140,2015-02-24,development
292,1115450240,2014-10-22,development
293,6073240060,2014-10-02,development
294,9297300045,2014-07-09,development
295,9510920070,2014-07-10,development
296,5468730030,2014-08-22,development
297,8079030390,2015-03-04,development
298,0600000152,2014-06-02,development
299,1840000030,2014-05-29,development
300,3225069065,2014-06-24,development
301,3260800030,2014-08-11,development
302,2747100024,2014-06-19,development
303,5104530560,2015-04-01,test
304,4330600350,2015-01-15,development
305,5016001535,2015-02-17,development
306,7280300196,2015-04-03,test
307,8651520400,2014-06-12,development
308,7171200445,2015-02-28,development
309,3204800200,2015-01-08,development
310,3416600800,2015-02-09,development
311,7994700030,2014-10-23,development
312,1860600135,2014-05-02,development
313,4139480200,2014-06-18,development
314,4139480200,2014-12-09,development
315,1328320800,2014-11-05,development
316,7771300125,2015-04-08,test
317,3422059208,2015-05-11,test
318,9521101455,2014-07-23,development
319,4337000335,2014-11-22,development
320,0325059286,2014-05-13,development
321,2597650240,2014-10-23,development
322,3353400435,2014-07-21,development
323,7972000240,2015-02-02,development
324,7520000520,2014-09-05,purged
325,7520000520,2015-03-11,test
326,3530210260,2014-10-27,development
327,1959700550,2014-09-05,development
328,1665400045,2015-04-28,test
329,9542850320,2014-07-25,development
330,3179100060,2014-09-16,development
331,2946001550,2015-04-16,test
332,8078490390,2014-07-29,development
333,9550201550,2015-04-08,test
334,0191100045,2014-07-03,development
335,5009600070,2014-10-07,development
336,0200350070,2014-06-02,development
337,2877103726,2014-07-22,development
338,0405100295,2014-08-26,development
339,4268200055,2015-05-01,test
340,3126069068,2015-04-24,test
341,1115300070,2014-11-06,development
342,6414100671,2014-09-09,development
343,7004200060,2014-10-17,development
344,7852110140,2014-07-18,development
345,3969300030,2014-07-23,development
346,3969300030,2014-12-29,development
347,4048400070,2014-12-05,development
348,0808000070,2014-10-21,development
349,7374200030,2015-04-16,test
350,7325600160,2014-06-04,development
351,2757000030,2014-09-22,development
352,0616000140,2015-01-26,development
353,3363900111,2014-12-03,development
354,9262800171,2015-03-24,test
355,6607000126,2014-06-04,development
356,5416510830,2014-08-06,development
357,2201500030,2014-10-06,development
358,0325059171,2014-05-05,development
359,0952003285,2014-08-05,development
360,3211290370,2014-06-05,development
361,1072010350,2014-08-28,development
362,8856950070,2014-12-10,development
363,0925059078,2014-08-19,development
364,7855801090,2014-09-17,development
365,0723099065,2015-01-30,development
366,6116500075,2015-03-26,test
367,1118500030,2014-10-01,development
368,0424069250,2015-04-23,test
369,3291800710,2014-11-20,development
370,6838700060,2014-12-04,development
371,2231500030,2014-10-01,purged
372,2231500030,2015-03-24,test
373,7683900200,2014-12-23,development
374,8155830060,2014-08-11,development
375,0098020310,2014-05-20,development
376,9423400140,2014-06-09,development
377,1545804860,2014-10-27,development
378,2883200160,2015-04-29,test
379,7132300695,2015-04-21,test
380,1726059053,2014-09-16,development
381,0624111000,2014-08-05,development
382,0808300310,2015-03-13,test
383,8563040160,2015-01-21,development
384,0713500030,2014-07-28,development
385,8651600160,2014-11-11,development
386,9517200030,2014-06-25,development
387,2460700700,2014-05-15,development
388,1223039290,2014-09-05,development
389,2890100060,2014-08-01,development
390,7972600860,2014-12-10,development
391,8857320070,2014-09-17,development
392,4047200695,2014-06-18,development
393,1653500070,2014-05-12,development
394,1923000030,2014-07-28,development
395,3649100320,2015-04-30,test
396,7375300160,2015-03-09,development
397,5175800060,2014-06-23,development
398,1604601375,2014-06-19,development
399,2473251090,2014-06-19,development
400,9126100861,2015-03-06,development
401,3420069065,2014-08-25,development
402,6021501685,2015-04-22,test
403,1151100070,2015-02-24,development
404,8856950240,2014-06-18,development
405,9385200055,2014-09-12,development
406,7821200390,2014-08-06,development
407,8078520310,2015-04-17,test
408,1565950030,2015-04-27,test
409,1560930070,2014-09-11,development
410,6700400140,2015-03-18,test
411,2422029094,2014-07-16,development
412,1774220160,2014-11-04,development
413,1525200060,2014-07-23,development
414,1678400105,2015-02-12,development
415,3426059070,2014-09-09,development
416,0824079032,2014-06-26,development
417,2697100140,2015-01-05,development
418,8724300030,2014-12-23,development
419,8678500060,2014-07-10,development
420,0625049299,2014-12-03,development
421,6073200075,2014-07-30,development
422,6388900710,2014-12-19,development
423,1442860160,2015-01-07,development
424,7942600310,2014-07-17,development
425,1545808560,2015-04-03,test
426,0936000060,2014-11-14,development
427,9808650060,2015-02-25,development
428,3754700160,2014-05-06,development
429,0305500140,2015-05-12,test
430,5468750060,2014-10-28,development
431,2944010240,2014-09-08,development
432,3454000060,2014-07-22,development
433,0646910160,2014-09-03,development
434,8564950390,2014-09-19,development
435,2268400350,2014-09-16,development
436,7504101040,2014-08-21,development
437,0011500890,2015-03-12,test
438,9528102772,2014-07-08,development
439,0284000223,2014-09-16,development
440,3353401710,2014-09-23,development
441,8159610030,2014-07-22,development
442,3179100435,2014-07-15,development
443,0822079033,2015-04-22,test
444,8857600960,2014-08-19,development
445,1774000200,2014-12-02,development
446,2024069128,2014-11-10,development
447,1049010390,2015-03-19,test
448,7905370390,2014-10-09,development
449,4140090240,2014-11-05,development
450,4055700030,2015-05-02,test
451,3775300030,2014-12-31,development
452,2525300030,2015-02-22,development
453,1324059104,2015-04-21,test
454,2287000030,2014-10-14,development
455,7702010030,2014-05-20,development
456,1529200340,2015-01-08,development
457,2122039094,2014-11-26,development
458,1742800030,2014-06-12,development
459,1796360350,2015-01-28,development
460,6154500070,2014-06-26,development
461,1843100340,2015-03-05,development
462,8944290160,2014-11-04,development
463,4166600473,2014-12-09,development
464,7282300125,2014-11-12,development
465,8658300340,2014-05-23,development
466,2419600075,2014-12-01,development
467,2621760350,2014-10-15,development
468,1723049270,2015-01-07,development
469,4123840310,2015-01-06,development
470,2172000075,2014-06-23,development
471,8651611170,2015-02-13,development
472,8820902200,2014-11-13,development
473,8651610890,2014-10-14,development
474,1853080570,2014-08-11,development
475,3629920030,2014-08-08,development
476,1604602050,2014-07-11,development
477,6844700810,2014-09-01,development
478,0066000070,2015-04-06,test
479,6665800030,2014-07-18,development
480,2205700350,2014-11-04,development
481,5466000030,2014-06-03,development
482,6189200125,2015-03-25,test
483,9169600135,2014-10-27,development
484,2625069070,2015-04-10,test
485,8732131090,2015-04-28,test
486,9286000240,2014-07-11,development
487,1895000260,2014-07-21,development
488,8691370400,2014-12-16,development
489,5423010350,2015-02-10,development
490,8562501040,2014-11-20,development
491,2475200140,2015-02-05,development
492,7942100310,2015-01-27,development
493,3760000030,2014-10-30,development
494,1727500340,2014-06-14,development
495,9828702519,2014-05-12,development
496,4432600075,2015-01-28,development
497,7806300030,2014-09-17,development
498,9274202270,2014-08-18,development
499,7852030960,2014-11-06,development
500,7852170140,2015-05-10,test
501,7518503335,2014-05-19,development
502,5467900070,2014-05-02,development
503,1245002952,2014-10-15,development
504,8906200070,2015-02-10,development
505,5379805885,2014-05-21,development
506,2769600560,2014-05-27,development
507,9238901420,2015-02-02,development
508,5113400431,2014-05-08,development
509,3885805665,2014-06-12,development
510,8121200810,2015-05-05,test
511,5126310400,2015-03-05,development
512,7322910030,2014-07-21,development
513,2827100070,2014-11-05,development
514,9276201895,2014-08-20,development
515,4402700070,2015-03-11,test
516,1922059046,2014-10-29,development
517,0925059288,2015-05-07,test
518,4386700135,2014-11-14,development
519,1923069078,2014-08-05,development
520,1432400335,2015-03-25,test
521,1180003090,2014-09-06,development
522,0726049331,2015-03-26,test
523,3340401555,2014-11-05,development
524,7453000070,2014-08-18,development
525,4348800030,2014-11-21,development
526,7202331420,2014-06-20,development
527,3225079035,2014-06-18,development
528,6381500700,2014-11-05,development
529,0339500160,2014-10-08,development
530,1545807610,2015-04-29,test
531,1843200240,2015-05-05,test
532,4403600270,2015-02-24,development
533,2008200060,2014-06-24,development
534,1521069070,2015-02-18,development
535,2459500310,2015-02-18,development
536,6204420070,2015-05-01,test
537,5694500105,2014-12-04,development
538,5466410030,2015-04-10,test
539,9485740340,2015-03-10,test
540,0622049114,2015-02-18,development
541,2270000070,2014-10-30,development
542,1310900260,2014-10-13,development
543,0224069094,2014-09-11,development
544,7800800160,2014-11-21,development
545,2944000240,2015-04-22,test
546,4139400710,2014-05-23,development
547,7899800860,2015-03-19,test
548,2473420140,2014-09-23,development
549,5000500055,2014-05-28,development
550,4099500935,2014-07-23,development
551,1373800295,2014-10-13,development
552,4025300135,2015-05-08,test
553,3294700310,2014-09-02,development
554,8718500075,2014-11-17,development
555,4309710240,2014-07-22,development
556,5486800070,2014-06-20,development
557,0236400320,2014-07-15,development
558,4376700570,2015-04-27,test
559,8648100200,2014-10-27,development
560,3624079046,2014-10-28,development
561,1921069084,2014-07-07,development
562,6431500140,2014-12-17,development
563,2725069050,2014-06-13,development
564,5307100060,2014-12-16,development
565,7203102050,2014-07-28,development
566,0561000075,2014-12-31,development
567,2436701180,2014-08-14,development
568,0809002765,2014-10-22,development
569,4045500710,2014-12-18,development
570,5104510270,2014-07-18,development
571,0098020350,2015-01-23,development
572,1714900060,2015-04-24,test
573,1189000030,2014-06-03,development
574,2473360060,2015-01-02,development
575,0222069082,2014-12-17,development
576,8669160310,2014-12-09,development
577,1526069135,2014-12-11,development
578,1088650310,2015-01-27,development
579,8945200860,2014-12-11,development
580,7853240200,2014-05-16,development
581,7511800070,2014-08-21,development
582,2998800125,2014-07-01,development
583,3876300310,2014-10-22,development
584,5419800510,2014-11-17,development
585,0192460060,2014-07-15,development
586,7942601895,2014-08-19,development
587,7504010570,2014-07-08,development
588,1442740140,2014-09-30,development
589,6909200575,2015-03-14,test
590,2525069041,2014-09-04,development
591,3620069036,2014-10-21,development
592,2781280390,2015-03-24,test
593,9542830350,2014-09-02,development
594,1123049053,2015-02-13,development
595,8018600765,2014-06-04,development
596,3278600240,2014-07-22,development
597,7846200070,2014-10-02,development
598,0662310400,2014-10-17,development
599,8651100140,2014-08-05,development
600,8682250350,2014-10-09,development
601,3211230260,2015-02-04,development
602,4233400340,2014-08-20,development
603,7199350340,2014-08-25,development
604,3904901710,2015-02-24,development
605,0240000058,2015-04-08,test
606,6865200444,2014-05-05,development
607,9498200046,2015-02-06,development
608,1796380960,2014-11-26,development
609,5631500868,2015-04-17,test
610,3126049411,2014-12-09,development
611,2321300390,2014-11-05,development
612,3905040800,2014-09-25,development
613,4379400260,2014-06-10,development
614,5115000160,2014-06-17,development
615,2826049234,2015-01-14,development
616,6600700030,2015-05-06,test
617,3904930240,2014-09-22,development
618,9407110700,2015-01-13,development
619,1682500160,2014-06-19,development
620,8078570390,2015-04-15,test
621,3010300240,2014-06-23,development
622,9500900135,2014-10-21,development
623,0461001615,2015-02-25,development
624,6411600069,2014-05-21,development
625,7812800565,2014-08-14,development
626,7548300731,2014-08-08,development
627,8925100390,2015-04-06,test
628,7010700292,2014-10-09,development
629,9485951170,2014-05-22,development
630,5437820310,2014-05-23,development
631,0582000135,2014-06-22,development
632,3204800370,2014-12-12,development
633,8832900550,2014-09-12,development
634,9550204515,2014-09-24,development
635,7199330390,2014-06-24,development
636,6131600060,2014-08-15,development
637,5379805460,2015-01-21,development
638,7212652180,2014-07-01,development
639,6379500640,2015-04-09,test
640,4315700060,2015-03-03,development
641,3329500060,2014-07-28,development
642,4140090320,2015-03-20,test
643,9385200045,2015-05-12,test
644,7852180340,2014-09-30,development
645,1545804340,2015-04-09,test
646,2490200320,2015-03-20,test
647,2218000335,2014-07-07,development
648,0922049078,2014-11-18,development
649,2586800270,2015-04-07,test
650,4338800370,2014-11-17,development
651,7214700350,2014-11-24,development
652,3226200105,2014-05-23,development
653,2324039036,2015-04-03,test
654,7849202231,2014-07-23,development
655,5196410260,2015-04-22,test
656,3760500116,2014-11-20,development
657,2985800030,2014-05-07,development
658,0259900160,2015-01-02,development
659,0708000030,2014-09-02,development
660,0192460310,2015-03-24,test
661,9412200260,2014-11-13,development
662,1062100116,2015-01-21,development
663,6798100662,2014-05-27,development
664,1775920350,2014-11-24,development
665,2525500260,2014-11-24,development
666,6145600041,2014-05-14,development
667,3300701615,2014-09-30,development
668,5151600340,2014-07-09,development
669,7613700521,2014-08-02,development
670,2710600045,2014-06-16,development
671,5101405124,2014-09-12,development
672,6067910030,2015-03-16,test
673,1959701890,2014-07-29,development
674,1402200340,2014-08-13,development
675,3558900070,2014-07-18,development
676,7846700310,2014-06-23,development
677,3348401740,2015-01-27,development
678,3013300288,2014-09-30,development
679,7852070060,2014-07-31,development
680,5029450160,2014-08-15,development
681,3526069070,2014-05-28,development
682,5104540240,2014-06-09,development
683,3438500486,2014-10-16,development
684,5102400105,2014-10-13,development
685,2346200030,2015-01-05,development
686,1321710030,2014-05-19,development
687,7853290030,2015-03-11,test
688,1566100400,2014-09-24,development
689,1775800800,2015-02-24,development
690,9133600075,2014-08-21,development
691,5450900060,2014-09-23,development
692,1402600700,2014-07-21,development
693,8024200350,2015-03-04,development
694,3121500340,2014-07-12,development
695,7697870860,2014-06-25,development
696,7527200030,2014-12-29,development
697,2013200390,2014-09-22,development
698,0766500030,2014-06-10,development
699,6664000030,2014-10-09,development
700,9349900105,2015-04-07,test
701,1895000045,2015-05-04,test
702,6205500030,2014-11-03,development
703,7011200260,2014-12-19,development
704,0041000454,2014-08-15,development
705,7203600550,2014-08-04,development
706,9477200560,2015-04-13,test
707,4022907770,2014-10-14,development
708,5231000060,2014-08-05,development
709,6055000310,2014-07-01,development
710,3216900060,2014-06-25,development
711,7967200060,2014-09-08,development
712,8077210350,2014-07-22,development
713,7203000640,2014-09-18,development
714,2988000070,2015-03-04,development
715,3832200070,2014-12-22,development
716,3670500710,2014-07-15,development
717,8820903380,2014-07-28,development
718,8820903380,2015-01-02,development
719,4233400400,2015-04-14,test
720,3793500550,2014-08-08,development
721,6431000270,2014-07-28,development
722,2225059214,2014-08-08,development
723,7694800270,2015-04-20,test
724,2171400197,2014-09-18,development
725,2473400340,2014-06-04,development
726,3530490070,2014-06-13,development
727,1932300075,2014-09-10,development
728,2525000510,2014-11-06,development
729,1853000510,2014-05-09,development
730,1742800060,2014-06-12,development
731,2723089104,2014-09-17,development
732,2619950350,2014-05-08,development
733,4021100045,2014-07-15,development
734,0731500200,2015-01-13,development
735,2591820310,2014-10-06,development
736,3626039299,2015-02-24,development
737,9346980140,2014-08-20,development
738,6613000140,2014-11-13,development
739,8159610060,2014-11-19,development
740,7830800339,2014-07-28,development
741,1588600045,2014-12-15,development
742,0826069046,2014-11-07,development
743,1771000890,2014-09-17,development
744,3300701170,2014-06-20,development
745,7340500270,2015-01-23,development
746,9277200111,2014-07-14,development
747,0293720140,2014-06-05,development
748,0579003610,2015-02-24,development
749,1138020200,2014-09-03,development
750,3432500200,2015-04-09,test
751,1563102435,2014-12-10,development
752,3959400710,2014-07-30,development
753,8682300890,2014-08-28,development
754,4385700765,2014-06-03,development
755,5149300200,2014-09-02,development
756,9323600060,2014-07-15,development
757,9273200140,2015-01-21,development
758,9542300320,2015-02-02,development
759,0770000045,2014-10-24,development
760,6979900390,2014-05-29,development
761,6379500159,2014-09-11,development
762,0826079094,2015-03-24,test
763,8856940060,2015-02-27,development
764,2972300060,2014-12-17,development
765,3575200070,2014-11-04,development
766,8146100270,2015-03-24,test
767,8648200030,2014-07-16,development
768,0208500160,2015-01-07,development
769,1196003428,2014-06-24,development
770,5104450990,2014-06-19,development
771,3343901234,2014-11-13,development
772,0226039214,2014-06-12,development
773,1623300160,2014-05-06,development
774,2205500575,2015-02-09,development
775,4040800810,2014-05-02,development
776,2612000390,2014-06-15,development
777,3814400125,2014-10-16,development
778,7300400060,2014-05-15,development
779,1954700695,2014-06-12,development
780,7230200340,2015-02-25,development
781,3191000240,2014-06-12,development
782,1139000069,2014-11-18,development
783,5693500270,2015-01-21,development
784,0686500030,2014-12-02,development
785,8731901940,2015-03-04,development
786,2688100071,2015-04-15,test
787,2423069155,2014-11-20,development
788,2329500260,2014-07-09,development
789,2608300030,2014-05-16,development
790,1494300060,2014-06-11,development
791,7504101230,2014-06-23,development
792,8081020370,2014-07-09,development
793,1446800511,2014-10-09,development
794,1623049062,2015-03-04,development
795,6145601000,2014-07-11,development
796,0205000520,2014-10-06,development
797,3885805935,2014-09-26,development
798,7852020640,2014-10-20,development
799,6838800140,2015-02-24,development
800,4083305445,2014-08-15,development
801,7855801610,2014-05-19,development
802,7940700260,2015-01-15,development
803,8854100350,2015-01-07,development
804,4365200860,2014-06-06,development
805,3904980030,2015-04-14,test
806,7843500070,2014-11-18,development
807,6067900060,2014-06-05,development
808,7202340960,2014-09-08,development
809,1786640070,2014-08-06,development
810,0259600260,2015-01-22,development
811,7234600903,2014-10-16,development
812,4307350200,2015-05-12,test
813,3276930400,2014-10-22,development
814,4045100075,2015-03-25,test
815,1421069208,2014-12-23,development
816,4057300200,2014-12-22,development
817,1922059135,2015-05-13,test
818,5014600240,2014-08-14,development
819,1565900070,2014-07-21,development
820,3121059033,2014-10-29,development
821,6799300270,2014-08-06,development
822,2021200370,2014-09-01,development
823,0726049190,2014-10-02,development
824,0726049190,2015-02-18,development
825,4006000251,2014-08-22,development
826,3362400640,2015-05-12,test
827,1610000016,2014-09-11,development
828,7376300060,2014-05-15,development
829,7300200550,2015-03-19,test
830,2061100570,2015-02-10,development
831,8856890200,2014-06-26,development
832,8731951670,2014-06-06,development
833,4037200075,2014-09-11,development
834,5066400483,2014-11-20,development
835,4167300310,2015-03-17,test
836,8682262400,2014-07-18,purged
837,8682262400,2015-05-13,test
838,6777800160,2014-07-28,development
839,1402950550,2015-01-07,development
840,2843200070,2014-12-15,development
841,6450303785,2014-11-18,development
842,9429500045,2014-05-09,development
843,1443300140,2015-01-14,development
844,0108000127,2014-12-09,development
845,1081300200,2014-05-09,development
846,8818900060,2014-11-25,development
847,3395050060,2014-07-22,development
848,7197350070,2015-03-04,development
849,9510900270,2014-12-11,development
850,3905081070,2014-05-21,development
851,2322069114,2014-10-10,development
852,5637500070,2014-07-31,development
853,4164100160,2014-07-16,development
854,4136890260,2014-06-27,development
855,3056800160,2014-08-12,development
856,3654800200,2014-10-22,development
857,2296500036,2015-03-10,test
858,0623069068,2014-06-27,development
859,1865820370,2014-11-13,development
860,1723049033,2014-06-20,development
861,2359300030,2015-05-08,test
862,6403310060,2014-08-11,development
863,1937300270,2015-03-03,development
864,4137050060,2014-11-04,development
865,2310000240,2015-03-13,test
866,3955900830,2015-04-27,test
867,8665050060,2014-07-31,development
868,3330500875,2014-12-26,development
869,3327020400,2015-04-23,test
870,1250700060,2015-04-22,test
871,4039300400,2014-09-19,development
872,6665800060,2015-03-05,development
