source_row,id,date,partition
128,2331300505,2014-06-13,train_validation
129,7853210060,2015-04-06,test
130,3668000070,2015-01-05,train_validation
131,9545240070,2015-04-28,test
132,1243100136,2014-06-12,train_validation
133,8929000270,2014-05-12,train_validation
134,2767602356,2015-01-26,train_validation
135,0921049315,2014-08-13,train_validation
136,3655000070,2014-08-05,train_validation
137,4027700812,2014-05-29,train_validation
138,3992700335,2014-07-07,train_validation
139,2767603505,2014-05-07,train_validation
140,4232901525,2014-06-27,train_validation
141,1777500060,2014-07-08,train_validation
142,1432900240,2015-05-08,test
143,6140100875,2015-04-15,test
144,6071600370,2015-02-27,train_validation
145,1526069017,2014-12-03,train_validation
146,0809001525,2014-06-25,train_validation
147,3224079105,2014-08-06,train_validation
148,8075400570,2014-10-30,train_validation
149,1994200024,2014-11-04,train_validation
150,3362900810,2014-08-20,train_validation
151,1324300398,2015-04-09,test
152,0537000445,2015-03-31,test
153,7855801670,2015-04-01,test
154,7920100045,2014-05-16,train_validation
155,8960000030,2014-07-28,train_validation
156,6388930390,2014-11-20,train_validation
157,8731900200,2014-08-07,train_validation
158,8029200135,2014-11-13,train_validation
159,1081200350,2014-10-03,train_validation
160,0084000105,2014-05-07,train_validation
161,3756500060,2015-03-09,train_validation
162,7215720160,2015-03-04,train_validation
163,3574800520,2014-06-20,train_validation
164,2617300160,2014-08-12,train_validation
165,2558660270,2014-12-08,train_validation
166,2009000370,2015-02-19,train_validation
167,1836980160,2015-03-24,test
168,3261020370,2014-06-05,train_validation
169,1755700060,2014-06-11,train_validation
170,4330600435,2015-03-16,test
171,9542800700,2015-01-02,train_validation
172,1999700045,2014-05-02,train_validation
173,1762600070,2015-01-16,train_validation
174,1687900520,2014-09-29,train_validation
175,7234600798,2015-02-10,train_validation
176,3881900445,2014-07-09,train_validation
177,2254502445,2014-05-30,train_validation
178,5437810320,2014-11-17,train_validation
179,9158100075,2015-01-07,train_validation
180,3830630310,2014-07-25,train_validation
181,8123100045,2015-04-14,test
182,3127200041,2014-06-13,train_validation
183,6661200320,2014-07-23,train_validation
184,0011510310,2014-09-05,train_validation
185,0825059270,2014-11-21,train_validation
186,8731951370,2015-04-15,test
187,1954440060,2014-05-05,train_validation
188,2264500350,2015-04-18,test
189,1115810060,2014-12-05,train_validation
190,9477200200,2014-08-18,train_validation
191,1432600560,2014-11-05,train_validation
192,2287000060,2014-09-12,train_validation
193,3663500060,2014-06-25,train_validation
194,3996900125,2014-12-01,train_validation
195,7796450200,2014-05-15,train_validation
196,7549802535,2014-11-11,train_validation
197,3278600320,2014-07-23,train_validation
198,2824079053,2015-01-13,train_validation
199,1222069094,2014-10-14,train_validation
200,3542300060,2015-03-11,test
201,2222059065,2014-11-12,train_validation
202,7551300060,2014-07-16,train_validation
203,0100600550,2014-08-04,train_validation
204,3211100860,2015-03-03,train_validation
205,3456000310,2014-08-04,train_validation
206,9526600140,2014-09-19,train_validation
207,7465900060,2015-02-05,train_validation
208,1222000055,2014-11-23,train_validation
209,6300000550,2014-07-17,train_validation
210,2310030510,2015-04-22,test
211,1025049114,2014-07-17,train_validation
212,8677300550,2014-05-15,train_validation
213,4014400292,2015-01-14,train_validation
214,1102000196,2014-05-27,train_validation
215,0257000138,2015-01-15,train_validation
216,0046100204,2015-02-21,train_validation
217,1909600046,2014-07-03,train_validation
218,1250202145,2014-08-28,train_validation
219,7611200125,2014-10-23,train_validation
220,5611500140,2014-08-22,train_validation
221,7138000260,2014-06-05,train_validation
222,0626059335,2014-09-04,train_validation
223,1922059282,2014-09-18,train_validation
224,0705700390,2014-09-03,train_validation
225,7454001200,2014-06-04,train_validation
226,8682281200,2015-03-09,train_validation
227,7972000200,2014-05-29,train_validation
228,0722059070,2015-01-15,train_validation
229,7202340400,2015-03-03,train_validation
230,8096000060,2015-04-13,test
231,2424000060,2014-06-16,train_validation
232,9264902050,2014-11-21,train_validation
233,0943100260,2014-11-20,train_validation
234,3677400445,2014-09-02,train_validation
235,1762600320,2014-06-10,train_validation
236,4058000060,2015-04-09,test
237,7228500560,2015-03-20,test
238,0326069104,2014-07-01,train_validation
239,5152100060,2014-05-29,train_validation
240,3584000310,2014-12-08,train_validation
241,8150100045,2014-10-01,train_validation
242,1868901275,2015-01-27,train_validation
243,6131600075,2015-04-27,test
244,9468200125,2014-08-26,train_validation
245,8029510030,2015-02-12,train_validation
246,2025069065,2014-09-29,train_validation
247,7899800890,2015-02-26,train_validation
248,3021059276,2015-03-14,test
249,3797001895,2015-04-22,test
250,3832710960,2014-09-23,train_validation
251,1310430400,2014-05-13,train_validation
252,1422300030,2015-04-01,test
253,1105000588,2015-04-21,test
254,3830630060,2014-09-29,train_validation
255,5101404898,2014-05-19,train_validation
256,7972601890,2014-10-20,train_validation
257,5127001620,2015-02-11,train_validation
258,9407100800,2014-11-24,train_validation
259,1873100060,2014-08-29,train_validation
260,8722101360,2014-12-02,train_validation
261,8644000060,2014-10-24,train_validation
262,3325069129,2014-12-16,train_validation
263,1400300055,2015-04-28,test
264,2123039032,2014-10-27,train_validation
265,8078560140,2014-05-19,train_validation
266,3438500192,2014-09-29,train_validation
267,7974200510,2014-08-14,train_validation
268,2557000400,2015-04-09,test
269,7960900060,2015-05-04,test
270,4054500390,2014-10-07,train_validation
271,6378500125,2015-05-01,test
272,1745100140,2014-10-17,train_validation
273,2976800796,2014-09-25,train_validation
274,4235400186,2014-11-24,train_validation
275,4215100060,2015-03-20,test
276,9189700045,2015-01-27,train_validation
277,1126049053,2014-11-13,train_validation
278,2022069200,2015-05-05,test
279,9412900055,2015-05-05,test
280,1722059235,2014-07-03,train_validation
281,6874200960,2015-02-27,train_validation
282,7424700045,2015-05-13,test
283,7202360350,2014-06-30,train_validation
284,5634500392,2015-04-10,test
285,1509500060,2014-09-05,train_validation
286,7214810350,2014-10-17,train_validation
287,6647200060,2015-02-09,train_validation
288,9552700140,2014-07-02,train_validation
289,2200500350,2014-08-12,train_validation
290,6113400046,2014-07-23,train_validation
291,6619910140,2015-02-24,train_validation
292,1115450240,2014-10-22,train_validation
293,6073240060,2014-10-02,train_validation
294,9297300045,2014-07-09,train_validation
295,9510920070,2014-07-10,train_validation
296,5468730030,2014-08-22,train_validation
297,8079030390,2015-03-04,train_validation
298,0600000152,2014-06-02,train_validation
299,1840000030,2014-05-29,train_validation
300,3225069065,2014-06-24,train_validation
301,3260800030,2014-08-11,train_validation
302,2747100024,2014-06-19,train_validation
303,5104530560,2015-04-01,test
304,4330600350,2015-01-15,train_validation
305,5016001535,2015-02-17,train_validation
306,7280300196,2015-04-03,test
307,8651520400,2014-06-12,train_validation
308,7171200445,2015-02-28,train_validation
309,3204800200,2015-01-08,train_validation
310,3416600800,2015-02-09,train_validation
311,7994700030,2014-10-23,train_validation
312,1860600135,2014-05-02,train_validation
313,4139480200,2014-06-18,train_validation
314,4139480200,2014-12-09,train_validation
315,1328320800,2014-11-05,train_validation
316,7771300125,2015-04-08,test
317,3422059208,2015-05-11,test
318,9521101455,2014-07-23,train_validation
319,4337000335,2014-11-22,train_validation
320,0325059286,2014-05-13,train_validation
321,2597650240,2014-10-23,train_validation
322,3353400435,2014-07-21,train_validation
323,7972000240,2015-02-02,train_validation
324,7520000520,2014-09-05,excluded_overlap
325,7520000520,2015-03-11,test
326,3530210260,2014-10-27,train_validation
327,1959700550,2014-09-05,train_validation
328,1665400045,2015-04-28,test
329,9542850320,2014-07-25,train_validation
330,3179100060,2014-09-16,train_validation
331,2946001550,2015-04-16,test
332,8078490390,2014-07-29,train_validation
333,9550201550,2015-04-08,test
334,0191100045,2014-07-03,train_validation
335,5009600070,2014-10-07,train_validation
336,0200350070,2014-06-02,train_validation
337,2877103726,2014-07-22,train_validation
338,0405100295,2014-08-26,train_validation
339,4268200055,2015-05-01,test
340,3126069068,2015-04-24,test
341,1115300070,2014-11-06,train_validation
342,6414100671,2014-09-09,train_validation
343,7004200060,2014-10-17,train_validation
344,7852110140,2014-07-18,train_validation
345,3969300030,2014-07-23,train_validation
346,3969300030,2014-12-29,train_validation
347,4048400070,2014-12-05,train_validation
348,0808000070,2014-10-21,train_validation
349,7374200030,2015-04-16,test
350,7325600160,2014-06-04,train_validation
351,2757000030,2014-09-22,train_validation
352,0616000140,2015-01-26,train_validation
353,3363900111,2014-12-03,train_validation
354,9262800171,2015-03-24,test
355,6607000126,2014-06-04,train_validation
356,5416510830,2014-08-06,train_validation
357,2201500030,2014-10-06,train_validation
358,0325059171,2014-05-05,train_validation
359,0952003285,2014-08-05,train_validation
360,3211290370,2014-06-05,train_validation
361,1072010350,2014-08-28,train_validation
362,8856950070,2014-12-10,train_validation
363,0925059078,2014-08-19,train_validation
364,7855801090,2014-09-17,train_validation
365,0723099065,2015-01-30,train_validation
366,6116500075,2015-03-26,test
367,1118500030,2014-10-01,train_validation
368,0424069250,2015-04-23,test
369,3291800710,2014-11-20,train_validation
370,6838700060,2014-12-04,train_validation
371,2231500030,2014-10-01,excluded_overlap
372,2231500030,2015-03-24,test
373,7683900200,2014-12-23,train_validation
374,8155830060,2014-08-11,train_validation
375,0098020310,2014-05-20,train_validation
376,9423400140,2014-06-09,train_validation
377,1545804860,2014-10-27,train_validation
378,2883200160,2015-04-29,test
379,7132300695,2015-04-21,test
380,1726059053,2014-09-16,train_validation
381,0624111000,2014-08-05,train_validation
382,0808300310,2015-03-13,test
383,8563040160,2015-01-21,train_validation
384,0713500030,2014-07-28,train_validation
385,8651600160,2014-11-11,train_validation
386,9517200030,2014-06-25,train_validation
387,2460700700,2014-05-15,train_validation
388,1223039290,2014-09-05,train_validation
389,2890100060,2014-08-01,train_validation
390,7972600860,2014-12-10,train_validation
391,8857320070,2014-09-17,train_validation
392,4047200695,2014-06-18,train_validation
393,1653500070,2014-05-12,train_validation
394,1923000030,2014-07-28,train_validation
395,3649100320,2015-04-30,test
396,7375300160,2015-03-09,train_validation
397,5175800060,2014-06-23,train_validation
398,1604601375,2014-06-19,train_validation
399,2473251090,2014-06-19,train_validation
400,9126100861,2015-03-06,train_validation
401,3420069065,2014-08-25,train_validation
402,6021501685,2015-04-22,test
403,1151100070,2015-02-24,train_validation
404,8856950240,2014-06-18,train_validation
405,9385200055,2014-09-12,train_validation
406,7821200390,2014-08-06,train_validation
407,8078520310,2015-04-17,test
408,1565950030,2015-04-27,test
409,1560930070,2014-09-11,train_validation
410,6700400140,2015-03-18,test
411,2422029094,2014-07-16,train_validation
412,1774220160,2014-11-04,train_validation
413,1525200060,2014-07-23,train_validation
414,1678400105,2015-02-12,train_validation
415,3426059070,2014-09-09,train_validation
416,0824079032,2014-06-26,train_validation
417,2697100140,2015-01-05,train_validation
418,8724300030,2014-12-23,train_validation
419,8678500060,2014-07-10,train_validation
420,0625049299,2014-12-03,train_validation
421,6073200075,2014-07-30,train_validation
422,6388900710,2014-12-19,train_validation
423,1442860160,2015-01-07,train_validation
424,7942600310,2014-07-17,train_validation
425,1545808560,2015-04-03,test
426,0936000060,2014-11-14,train_validation
427,9808650060,2015-02-25,train_validation
428,3754700160,2014-05-06,train_validation
429,0305500140,2015-05-12,test
430,5468750060,2014-10-28,train_validation
431,2944010240,2014-09-08,train_validation
432,3454000060,2014-07-22,train_validation
433,0646910160,2014-09-03,train_validation
434,8564950390,2014-09-19,train_validation
435,2268400350,2014-09-16,train_validation
436,7504101040,2014-08-21,train_validation
437,0011500890,2015-03-12,test
438,9528102772,2014-07-08,train_validation
439,0284000223,2014-09-16,train_validation
440,3353401710,2014-09-23,train_validation
441,8159610030,2014-07-22,train_validation
442,3179100435,2014-07-15,train_validation
443,0822079033,2015-04-22,test
444,8857600960,2014-08-19,train_validation
445,1774000200,2014-12-02,train_validation
446,2024069128,2014-11-10,train_validation
447,1049010390,2015-03-19,test
448,7905370390,2014-10-09,train_validation
449,4140090240,2014-11-05,train_validation
450,4055700030,2015-05-02,test
451,3775300030,2014-12-31,train_validation
452,2525300030,2015-02-22,train_validation
453,1324059104,2015-04-21,test
454,2287000030,2014-10-14,train_validation
455,7702010030,2014-05-20,train_validation
456,1529200340,2015-01-08,train_validation
457,2122039094,2014-11-26,train_validation
458,1742800030,2014-06-12,train_validation
459,1796360350,2015-01-28,train_validation
460,6154500070,2014-06-26,train_validation
461,1843100340,2015-03-05,train_validation
462,8944290160,2014-11-04,train_validation
463,4166600473,2014-12-09,train_validation
464,7282300125,2014-11-12,train_validation
465,8658300340,2014-05-23,train_validation
466,2419600075,2014-12-01,train_validation
467,2621760350,2014-10-15,train_validation
468,1723049270,2015-01-07,train_validation
469,4123840310,2015-01-06,train_validation
470,2172000075,2014-06-23,train_validation
471,8651611170,2015-02-13,train_validation
472,8820902200,2014-11-13,train_validation
473,8651610890,2014-10-14,train_validation
474,1853080570,2014-08-11,train_validation
475,3629920030,2014-08-08,train_validation
476,1604602050,2014-07-11,train_validation
477,6844700810,2014-09-01,train_validation
478,0066000070,2015-04-06,test
479,6665800030,2014-07-18,train_validation
480,2205700350,2014-11-04,train_validation
481,5466000030,2014-06-03,train_validation
482,6189200125,2015-03-25,test
483,9169600135,2014-10-27,train_validation
484,2625069070,2015-04-10,test
485,8732131090,2015-04-28,test
486,9286000240,2014-07-11,train_validation
487,1895000260,2014-07-21,train_validation
488,8691370400,2014-12-16,train_validation
489,5423010350,2015-02-10,train_validation
490,8562501040,2014-11-20,train_validation
491,2475200140,2015-02-05,train_validation
492,7942100310,2015-01-27,train_validation
493,3760000030,2014-10-30,train_validation
494,1727500340,2014-06-14,train_validation
495,9828702519,2014-05-12,train_validation
496,4432600075,2015-01-28,train_validation
497,7806300030,2014-09-17,train_validation
498,9274202270,2014-08-18,train_validation
499,7852030960,2014-11-06,train_validation
500,7852170140,2015-05-10,test
501,7518503335,2014-05-19,train_validation
502,5467900070,2014-05-02,train_validation
503,1245002952,2014-10-15,train_validation
504,8906200070,2015-02-10,train_validation
505,5379805885,2014-05-21,train_validation
506,2769600560,2014-05-27,train_validation
507,9238901420,2015-02-02,train_validation
508,5113400431,2014-05-08,train_validation
509,3885805665,2014-06-12,train_validation
510,8121200810,2015-05-05,test
511,5126310400,2015-03-05,train_validation
512,7322910030,2014-07-21,train_validation
513,2827100070,2014-11-05,train_validation
514,9276201895,2014-08-20,train_validation
515,4402700070,2015-03-11,test
516,1922059046,2014-10-29,train_validation
517,0925059288,2015-05-07,test
518,4386700135,2014-11-14,train_validation
519,1923069078,2014-08-05,train_validation
520,1432400335,2015-03-25,test
521,1180003090,2014-09-06,train_validation
522,0726049331,2015-03-26,test
523,3340401555,2014-11-05,train_validation
524,7453000070,2014-08-18,train_validation
525,4348800030,2014-11-21,train_validation
526,7202331420,2014-06-20,train_validation
527,3225079035,2014-06-18,train_validation
528,6381500700,2014-11-05,train_validation
529,0339500160,2014-10-08,train_validation
530,1545807610,2015-04-29,test
531,1843200240,2015-05-05,test
532,4403600270,2015-02-24,train_validation
533,2008200060,2014-06-24,train_validation
534,1521069070,2015-02-18,train_validation
535,2459500310,2015-02-18,train_validation
536,6204420070,2015-05-01,test
537,5694500105,2014-12-04,train_validation
538,5466410030,2015-04-10,test
539,9485740340,2015-03-10,test
540,0622049114,2015-02-18,train_validation
541,2270000070,2014-10-30,train_validation
542,1310900260,2014-10-13,train_validation
543,0224069094,2014-09-11,train_validation
544,7800800160,2014-11-21,train_validation
545,2944000240,2015-04-22,test
546,4139400710,2014-05-23,train_validation
547,7899800860,2015-03-19,test
548,2473420140,2014-09-23,train_validation
549,5000500055,2014-05-28,train_validation
550,4099500935,2014-07-23,train_validation
551,1373800295,2014-10-13,train_validation
552,4025300135,2015-05-08,test
553,3294700310,2014-09-02,train_validation
554,8718500075,2014-11-17,train_validation
555,4309710240,2014-07-22,train_validation
556,5486800070,2014-06-20,train_validation
557,0236400320,2014-07-15,train_validation
558,4376700570,2015-04-27,test
559,8648100200,2014-10-27,train_validation
560,3624079046,2014-10-28,train_validation
561,1921069084,2014-07-07,train_validation
562,6431500140,2014-12-17,train_validation
563,2725069050,2014-06-13,train_validation
564,5307100060,2014-12-16,train_validation
565,7203102050,2014-07-28,train_validation
566,0561000075,2014-12-31,train_validation
567,2436701180,2014-08-14,train_validation
568,0809002765,2014-10-22,train_validation
569,4045500710,2014-12-18,train_validation
570,5104510270,2014-07-18,train_validation
571,0098020350,2015-01-23,train_validation
572,1714900060,2015-04-24,test
573,1189000030,2014-06-03,train_validation
574,2473360060,2015-01-02,train_validation
575,0222069082,2014-12-17,train_validation
576,8669160310,2014-12-09,train_validation
577,1526069135,2014-12-11,train_validation
578,1088650310,2015-01-27,train_validation
579,8945200860,2014-12-11,train_validation
580,7853240200,2014-05-16,train_validation
581,7511800070,2014-08-21,train_validation
582,2998800125,2014-07-01,train_validation
583,3876300310,2014-10-22,train_validation
584,5419800510,2014-11-17,train_validation
585,0192460060,2014-07-15,train_validation
586,7942601895,2014-08-19,train_validation
587,7504010570,2014-07-08,train_validation
588,1442740140,2014-09-30,train_validation
589,6909200575,2015-03-14,test
590,2525069041,2014-09-04,train_validation
591,3620069036,2014-10-21,train_validation
592,2781280390,2015-03-24,test
593,9542830350,2014-09-02,train_validation
594,1123049053,2015-02-13,train_validation
595,8018600765,2014-06-04,train_validation
596,3278600240,2014-07-22,train_validation
597,7846200070,2014-10-02,train_validation
598,0662310400,2014-10-17,train_validation
599,8651100140,2014-08-05,train_validation
600,8682250350,2014-10-09,train_validation
601,3211230260,2015-02-04,train_validation
602,4233400340,2014-08-20,train_validation
603,7199350340,2014-08-25,train_validation
604,3904901710,2015-02-24,train_validation
605,0240000058,2015-04-08,test
606,6865200444,2014-05-05,train_validation
607,9498200046,2015-02-06,train_validation
608,1796380960,2014-11-26,train_validation
609,5631500868,2015-04-17,test
610,3126049411,2014-12-09,train_validation
611,2321300390,2014-11-05,train_validation
612,3905040800,2014-09-25,train_validation
613,4379400260,2014-06-10,train_validation
614,5115000160,2014-06-17,train_validation
615,2826049234,2015-01-14,train_validation
616,6600700030,2015-05-06,test
617,3904930240,2014-09-22,train_validation
618,9407110700,2015-01-13,train_validation
619,1682500160,2014-06-19,train_validation
620,8078570390,2015-04-15,test
621,3010300240,2014-06-23,train_validation
622,9500900135,2014-10-21,train_validation
623,0461001615,2015-02-25,train_validation
624,6411600069,2014-05-21,train_validation
625,7812800565,2014-08-14,train_validation
626,7548300731,2014-08-08,train_validation
627,8925100390,2015-04-06,test
628,7010700292,2014-10-09,train_validation
629,9485951170,2014-05-22,train_validation
630,5437820310,2014-05-23,train_validation
631,0582000135,2014-06-22,train_validation
632,3204800370,2014-12-12,train_validation
633,8832900550,2014-09-12,train_validation
634,9550204515,2014-09-24,train_validation
635,7199330390,2014-06-24,train_validation
636,6131600060,2014-08-15,train_validation
637,5379805460,2015-01-21,train_validation
638,7212652180,2014-07-01,train_validation
639,6379500640,2015-04-09,test
640,4315700060,2015-03-03,train_validation
641,3329500060,2014-07-28,train_validation
642,4140090320,2015-03-20,test
643,9385200045,2015-05-12,test
644,7852180340,2014-09-30,train_validation
645,1545804340,2015-04-09,test
646,2490200320,2015-03-20,test
647,2218000335,2014-07-07,train_validation
648,0922049078,2014-11-18,train_validation
649,2586800270,2015-04-07,test
650,4338800370,2014-11-17,train_validation
651,7214700350,2014-11-24,train_validation
652,3226200105,2014-05-23,train_validation
653,2324039036,2015-04-03,test
654,7849202231,2014-07-23,train_validation
655,5196410260,2015-04-22,test
656,3760500116,2014-11-20,train_validation
657,2985800030,2014-05-07,train_validation
658,0259900160,2015-01-02,train_validation
659,0708000030,2014-09-02,train_validation
660,0192460310,2015-03-24,test
661,9412200260,2014-11-13,train_validation
662,1062100116,2015-01-21,train_validation
663,6798100662,2014-05-27,train_validation
664,1775920350,2014-11-24,train_validation
665,2525500260,2014-11-24,train_validation
666,6145600041,2014-05-14,train_validation
667,3300701615,2014-09-30,train_validation
668,5151600340,2014-07-09,train_validation
669,7613700521,2014-08-02,train_validation
670,2710600045,2014-06-16,train_validation
671,5101405124,2014-09-12,train_validation
672,6067910030,2015-03-16,test
673,1959701890,2014-07-29,train_validation
674,1402200340,2014-08-13,train_validation
675,3558900070,2014-07-18,train_validation
676,7846700310,2014-06-23,train_validation
677,3348401740,2015-01-27,train_validation
678,3013300288,2014-09-30,train_validation
679,7852070060,2014-07-31,train_validation
680,5029450160,2014-08-15,train_validation
681,3526069070,2014-05-28,train_validation
682,5104540240,2014-06-09,train_validation
683,3438500486,2014-10-16,train_validation
684,5102400105,2014-10-13,train_validation
685,2346200030,2015-01-05,train_validation
686,1321710030,2014-05-19,train_validation
687,7853290030,2015-03-11,test
688,1566100400,2014-09-24,train_validation
689,1775800800,2015-02-24,train_validation
690,9133600075,2014-08-21,train_validation
691,5450900060,2014-09-23,train_validation
692,1402600700,2014-07-21,train_validation
693,8024200350,2015-03-04,train_validation
694,3121500340,2014-07-12,train_validation
695,7697870860,2014-06-25,train_validation
696,7527200030,2014-12-29,train_validation
697,2013200390,2014-09-22,train_validation
698,0766500030,2014-06-10,train_validation
699,6664000030,2014-10-09,train_validation
700,9349900105,2015-04-07,test
701,1895000045,2015-05-04,test
702,6205500030,2014-11-03,train_validation
703,7011200260,2014-12-19,train_validation
704,0041000454,2014-08-15,train_validation
705,7203600550,2014-08-04,train_validation
706,9477200560,2015-04-13,test
707,4022907770,2014-10-14,train_validation
708,5231000060,2014-08-05,train_validation
709,6055000310,2014-07-01,train_validation
710,3216900060,2014-06-25,train_validation
711,7967200060,2014-09-08,train_validation
712,8077210350,2014-07-22,train_validation
713,7203000640,2014-09-18,train_validation
714,2988000070,2015-03-04,train_validation
715,3832200070,2014-12-22,train_validation
716,3670500710,2014-07-15,train_validation
717,8820903380,2014-07-28,train_validation
718,8820903380,2015-01-02,train_validation
719,4233400400,2015-04-14,test
720,3793500550,2014-08-08,train_validation
721,6431000270,2014-07-28,train_validation
722,2225059214,2014-08-08,train_validation
723,7694800270,2015-04-20,test
724,2171400197,2014-09-18,train_validation
725,2473400340,2014-06-04,train_validation
726,3530490070,2014-06-13,train_validation
727,1932300075,2014-09-10,train_validation
728,2525000510,2014-11-06,train_validation
729,1853000510,2014-05-09,train_validation
730,1742800060,2014-06-12,train_validation
731,2723089104,2014-09-17,train_validation
732,2619950350,2014-05-08,train_validation
733,4021100045,2014-07-15,train_validation
734,0731500200,2015-01-13,train_validation
735,2591820310,2014-10-06,train_validation
736,3626039299,2015-02-24,train_validation
737,9346980140,2014-08-20,train_validation
738,6613000140,2014-11-13,train_validation
739,8159610060,2014-11-19,train_validation
740,7830800339,2014-07-28,train_validation
741,1588600045,2014-12-15,train_validation
742,0826069046,2014-11-07,train_validation
743,1771000890,2014-09-17,train_validation
744,3300701170,2014-06-20,train_validation
745,7340500270,2015-01-23,train_validation
746,9277200111,2014-07-14,train_validation
747,0293720140,2014-06-05,train_validation
748,0579003610,2015-02-24,train_validation
749,1138020200,2014-09-03,train_validation
750,3432500200,2015-04-09,test
751,1563102435,2014-12-10,train_validation
752,3959400710,2014-07-30,train_validation
753,8682300890,2014-08-28,train_validation
